,Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
184,Pakistan,PAK,"Air transport, passengers carried",IS.AIR.PSGR,1335900.0,1085600.0,625200.0,805200.0,1047700.0,1451800.0,1947400.0,2303700.0,2656300.0,2773100.0,3029200.0,3096800.0,3328800.0,3466900.0,3641900.0,3839400.0,4127200.0,4434400.0,4889400.0,5009000.0,5180200.0,5197700.0,5680600.0,5647100.0,5663700.0,5342600.0,5375000.0,5882500.0,5414100.0,5850000.0,5293541.0,6011849.0,4141009.0,4522110.0,5097477.0,5364134.0,5714831.0,5439144.0,5605758.0,5303268.0,6588114.0,7940545.07551206,7973906.36067277,7833901.08773203,7670348.18543139,8467827.0,9628354.0,7260769.0,6880637.0,7420378.249,3711456.87,4930661.98,6925477.0,7153419.0
185,Panama,PAN,"Air transport, passengers carried",IS.AIR.PSGR,307400.0,337200.0,316200.0,217500.0,275700.0,357100.0,374100.0,347400.0,365700.0,381300.0,355200.0,309200.0,332200.0,323400.0,371600.0,390300.0,364200.0,370800.0,382000.0,372500.0,265800.0,342700.0,282700.0,320500.0,519900.0,661200.0,688800.0,772200.0,859900.0,932500.0,1117411.0,1114727.0,1047843.0,1416071.0,1500673.0,1795958.0,2028711.0,2473261.0,2762458.0,6348000.0,5524157.42969209,6380080.18386967,7517581.27701275,11656416.0,11812712.8383915,12193261.0,13285098.0,11975372.0,12631703.0,12497758.0,3074172.0,8208378.0,13807991.0,15750293.0
186,Peru,PER,"Air transport, passengers carried",IS.AIR.PSGR,390500.0,263700.0,525300.0,590000.0,1116900.0,1335200.0,1439200.0,1425000.0,1449000.0,1686100.0,1980100.0,1777100.0,1739700.0,1698200.0,1616800.0,1563900.0,2152900.0,3009000.0,2737100.0,1854300.0,1816200.0,1490600.0,1217600.0,1362400.0,1894900.0,2508300.0,2327500.0,2724500.0,2774500.0,1900000.0,1595268.0,2248991.0,2085823.0,2226329.0,3225128.0,4332223.0,4217880.0,5273188.0,6184410.0,5843195.0,7106025.29251721,8609620.35441221,10074855.6119232,12255937.7629497,12284677.0,13877662.0,15081755.0,16094150.0,17758527.272,18820572.0,5705074.0,9053965.0,14774576.0,17717402.523
187,Philippines,PHL,"Air transport, passengers carried",IS.AIR.PSGR,2369000.0,2070900.0,2123900.0,2349600.0,2525100.0,2758400.0,2815700.0,3021100.0,3411600.0,3474900.0,3245600.0,3542700.0,3866900.0,4319800.0,4394000.0,4610400.0,4879600.0,5247300.0,5719500.0,5715200.0,5638700.0,5438100.0,6136500.0,6526200.0,6851500.0,7179600.0,7263100.0,7474600.0,6731600.0,5024000.0,5756288.0,6416383.0,6449022.0,6457529.0,7387965.0,8056829.0,8304634.0,8818150.0,9508389.0,10480898.0,22575356.0,26326620.7628322,28540727.3608103,25540880.0,34897404.0,37023422.0,40206684.0,39341995.0,43080118.0,47776892.0,10613531.0,6886922.0,27737718.0,41501834.0
189,Papua New Guinea,PNG,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,355000.0,405300.0,440000.0,532300.0,572300.0,558600.0,553500.0,560400.0,533800.0,711400.0,700900.0,807400.0,798300.0,886600.0,963400.0,931200.0,911000.0,954000.0,866000.0,1112800.0,970000.0,970000.0,1114000.0,1110300.0,1058200.0,1099772.0,1188089.0,1234779.0,690528.0,762784.0,818773.0,918640.0,918665.0,904885.0,847353.0,1405169.0,1563593.85321111,1630308.43210537,1870968.0,2074020.0,1679156.0,1711274.0,1864653.0,1831903.0,2029701.0,932389.0,1039010.0,1475719.0,1547502.0
190,Poland,POL,"Air transport, passengers carried",IS.AIR.PSGR,904000.0,1031200.0,1267000.0,1491000.0,1086800.0,1454500.0,1472400.0,1643200.0,1702300.0,1850400.0,1710500.0,1592800.0,755500.0,1287000.0,1595900.0,1587000.0,1573500.0,1569500.0,1600200.0,1907300.0,1501000.0,1051200.0,1102100.0,1269900.0,1451800.0,1657300.0,1805900.0,1998000.0,2212500.0,2140700.0,2340919.0,2670283.0,2845919.0,3252222.0,3493094.0,3553680.0,3625982.0,4269655.0,4634676.0,4279072.0,4099082.0,4448727.0598285,4909100.39206908,5002975.74866764,5038745.42598332,4448883.0,5497163.0,7376512.0,9277538.0,10225516.0,2686258.0,3676185.0,7057609.0,8782362.0
191,Pre-demographic dividend,PRE,"Air transport, passengers carried",IS.AIR.PSGR,2589800.0,2847200.0,2900000.0,3299800.0,3830100.0,4279000.0,5416400.0,5693100.0,6456000.0,7333900.0,8054300.0,8800000.0,8987200.0,9138600.0,8906500.0,9315600.0,8586600.0,8136900.0,8313100.0,7581600.0,7398600.0,6057800.0,5674400.0,5354400.0,5857800.0,5618900.0,5427100.0,5219400.0,5677400.0,5720100.0,5605843.0,5129614.0,,,,,,,,,17819048.6593058,20387700.7728865,20515501.676293,19925850.818,19349770.8959757,21230480.0,20633300.0,21624757.05,28768397.3600062,28357862.0622005,10279740.062,15075193.281,23142068.508,26826556.239
193,"Korea, Dem. People's Rep.",PRK,"Air transport, passengers carried",IS.AIR.PSGR,165000.0,166000.0,,,,,,165000.0,166000.0,184000.0,192200.0,184400.0,185000.0,196000.0,197500.0,202000.0,200000.0,205000.0,217500.0,220400.0,222700.0,222700.0,235100.0,241800.0,241800.0,254000.0,254000.0,280000.0,64000.0,76700.0,82953.0,78805.0,84321.0,75046.0,93808.0,101313.0,105366.0,110634.0,108974.0,101237.0,73052.0,78558.8615502066,100113.348581399,371004.0,90335.875,87082.0,94919.0,103560.0,94245.0,109095.0,3563.0,523.761,,3690.0
194,Portugal,PRT,"Air transport, passengers carried",IS.AIR.PSGR,1415400.0,1656100.0,1949800.0,2247100.0,2250400.0,1681300.0,1650300.0,1833400.0,2014400.0,2264500.0,1978100.0,2168500.0,2272200.0,2218400.0,2311800.0,2315200.0,2422600.0,2785600.0,3025100.0,3187300.0,3504500.0,3571800.0,4108800.0,4378900.0,4359600.0,4590100.0,4805500.0,6281400.0,7023100.0,7339300.0,6721365.0,6650492.0,6795580.0,7590259.0,9052471.0,10139655.0,9440930.0,10320040.0,11171020.0,9903771.0,10428173.5126738,11014639.0,11338080.0,11860998.0,12635439.0,12706909.0,13105120.0,15937325.0,17367956.0,22047878.978,6219531.061,8056494.578,15664429.666,18288977.0
195,Paraguay,PRY,"Air transport, passengers carried",IS.AIR.PSGR,80600.0,84300.0,53700.0,59600.0,61000.0,64500.0,66500.0,104600.0,111700.0,118500.0,129000.0,127000.0,167000.0,163500.0,179000.0,212000.0,184200.0,205000.0,248600.0,272300.0,273000.0,308800.0,313600.0,337500.0,324200.0,105200.0,260500.0,196000.0,222200.0,231700.0,265898.0,281040.0,267089.0,298928.0,373456.0,445854.0,432760.0,458688.0,465911.0,428493.0,715072.0,845395.688848872,794176.0,711548.47,608844.0,452004.0,467713.0,454276.0,710407.0,632389.0,131713.0,111964.0,321913.0,407865.0
197,Pacific island small states,PSS,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,,,457900.0,448500.0,478500.0,435000.0,455800.0,488000.0,560000.0,641700.0,647200.0,661900.0,711300.0,669900.0,734300.0,775600.0,1042400.0,871600.0,956800.0,972400.0,994674.0,1040635.0,1169195.0,1409660.0,1376595.0,1366689.0,1468156.0,1510124.0,1487471.0,1861811.0,1679808.52104507,1691669.50847461,1701510.525037,1807896.0,2006028.0,2120856.0,2238966.0,2543172.0,2681606.0,2609710.5531334,787299.92,449526.842,1626077.156,2840873.427
198,Post-demographic dividend,PST,"Air transport, passengers carried",IS.AIR.PSGR,268162692.0,286858404.0,316019208.0,344448000.0,356860200.0,358191400.0,386117596.0,417928492.0,469681004.0,528337700.0,512934188.0,504208800.0,512515308.0,539249896.0,577758388.0,622754404.0,673840096.0,725444604.0,762609612.0,788098600.0,823529116.0,803342904.0,851472092.0,866599916.0,939020504.0,989606440.1,1067013204.0,1118528992.0,1129879680.0,1214796800.0,1301972064.0,1251639848.0,1214443600.0,1229236696.0,1360640668.0,1413314874.0,1455395380.0,1510562083.0,1469546762.0,1409097909.0,1576171421.66772,1619241221.53047,1648538084.47385,1699478102.82541,1761628444.73137,1848558208.0,1927693057.0,2000358525.0,2089907217.41444,2176459264.46508,730930007.4665,1067970234.934,1681652924.055,2024971340.31596
200,Qatar,QAT,"Air transport, passengers carried",IS.AIR.PSGR,,,,,127500.0,173000.0,240100.0,299800.0,374500.0,456500.0,521500.0,577800.0,569800.0,601800.0,674200.0,717500.0,647400.0,621500.0,698400.0,752800.0,770900.0,875500.0,981100.0,1080000.0,1150600.0,1072500.0,1200300.0,1164600.0,1207000.0,2325200.0,2672972.0,2778116.0,3570521.0,3184104.0,4453071.0,6041040.0,7070851.0,8879109.0,9702479.0,10211229.0,12391268.0,14568106.0,17187171.0,18737348.0,21425066.0,25263224.0,31209097.0,29949181.0,29178923.0,32953297.0,10640789.0,14832936.0,29467264.0,37714348.363
201,Romania,ROU,"Air transport, passengers carried",IS.AIR.PSGR,452500.0,429400.0,488800.0,611800.0,674400.0,613100.0,912600.0,1077100.0,1084600.0,1119700.0,1112100.0,1079700.0,919400.0,998600.0,1163400.0,1215800.0,1240400.0,1281300.0,1322500.0,1271700.0,1322000.0,1148900.0,918900.0,979400.0,1242700.0,1244900.0,913300.0,995200.0,907600.0,980300.0,1218102.0,1137305.0,959487.0,1255313.0,1337781.0,1707714.0,2047466.0,3003872.0,3253417.0,3268022.0,3733253.0,3659209.0,3593312.0,3087143.0,3067724.4,3634598.0,3686938.0,4423249.0,4908235.0,5630289.0,1786407.0,2719206.0,2294598.0,2806654.333
204,South Asia,SAS,"Air transport, passengers carried",IS.AIR.PSGR,2979600.0,2887900.0,3633800.0,4240100.0,3839400.0,4674400.0,5373300.0,6066800.0,7033800.0,7717800.0,7858700.0,8969400.0,10020100.0,10806000.0,11984300.0,13019700.0,13750200.0,14533700.0,15566500.0,15177500.0,13494500.0,13282200.0,13891100.0,12169700.0,14530900.0,17582700.0,16814200.0,19566400.0,19922900.0,19516700.0,21379284.0,20763520.0,21361233.0,23453249.0,28563261.0,32943015.0,45773342.0,57021399.0,54717867.0,58892398.0,70300953.8863276,80811963.8167753,79933576.6914433,84015308.4,92371330.4579924,109824144.0,130946386.0,154000765.550311,181588446.62766,182499352.675124,75515185.694,91438001.434,154600220.747,196803652.173
205,Saudi Arabia,SAU,"Air transport, passengers carried",IS.AIR.PSGR,558000.0,513600.0,762000.0,968300.0,1282500.0,1835700.0,3268000.0,4705100.0,6268100.0,7689200.0,9241200.0,9146900.0,10151800.0,10670300.0,11365800.0,10795100.0,9929400.0,10258400.0,9879600.0,9988000.0,10311500.0,9409100.0,11154800.0,11864300.0,12142300.0,11524200.0,11706300.0,11738200.0,11816200.0,12328500.0,12566492.0,12835735.0,13564300.0,13821729.0,14942633.0,15933045.0,16830838.0,17141188.0,16708204.0,17508200.0,20323592.0,23135735.0,26537661.0,28252104.0,32269452.0,33431736.0,35092840.0,37503000.0,39767648.0,46181487.0,20968865.89,29403732.0,29005342.249,47979994.0
206,Sudan,SDN,"Air transport, passengers carried",IS.AIR.PSGR,124700.0,139500.0,133400.0,221500.0,244700.0,250000.0,328300.0,378500.0,176000.0,424000.0,519000.0,465300.0,477600.0,473000.0,485000.0,428000.0,347400.0,417200.0,533700.0,363200.0,454100.0,363200.0,480000.0,407900.0,432400.0,496900.0,490800.0,333100.0,498700.0,390300.0,414179.0,414983.0,409178.0,420498.0,473127.0,510977.0,563026.0,598151.0,617785.0,606558.0,580325.0,947031.456113152,777346.331924026,541644.0,501864.0,496177.0,292843.0,557792.04,561520.0,530001.0,386838.0,1386967.0,1588147.401,911089.799
207,Senegal,SEN,"Air transport, passengers carried",IS.AIR.PSGR,85100.0,89400.0,88900.0,94600.0,102500.0,110000.0,120400.0,128400.0,137200.0,142300.0,113100.0,116100.0,118300.0,124500.0,126300.0,132100.0,144100.0,135800.0,135400.0,139700.0,148300.0,138400.0,138300.0,140200.0,141200.0,149700.0,155100.0,165500.0,121400.0,103400.0,97525.0,176413.0,231333.0,129974.0,416372.0,449682.0,500677.0,538845.0,567101.0,572609.0,0.0,391401.4,543987.6,219996.0,131964.0,115355.0,9874.0,21038.0,278438.288559913,457722.0,271331.0,359705.738,1213575.304,1070960.665
208,Singapore,SGP,"Air transport, passengers carried",IS.AIR.PSGR,748900.0,875100.0,976100.0,1248900.0,1508500.0,1814700.0,2132100.0,2497300.0,2893200.0,3377500.0,3826900.0,4405400.0,4591500.0,4531600.0,4791800.0,4912300.0,4990300.0,5248400.0,6046900.0,6659900.0,7046400.0,7745500.0,8477300.0,9271200.0,9929400.0,10779300.0,11840700.0,12980700.0,13331100.0,15282600.0,16704341.0,16373648.0,17256872.0,14172367.0,16995621.0,17744017.0,19565884.0,20671341.0,21050204.0,18427473.0,24859825.1577843,26509929.1424906,29138458.2737476,31729241.0,33643518.416782,33585397.0,35370328.0,38094990.0,40401515.0,43050722.0,7884373.0,2311712.0,22200217.0,47502833.593
209,Solomon Islands,SLB,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,42400.0,46200.0,51100.0,54600.0,63700.0,66000.0,64900.0,67500.0,68500.0,69300.0,69400.0,69400.0,69400.0,74600.0,78500.0,89500.0,94300.0,94300.0,94000.0,97700.0,75262.0,81376.0,84537.0,68104.0,84676.0,91450.0,101190.0,102090.0,100558.0,94027.0,142660.0,140183.263883557,138160.1153057,302412.0,330456.0,373739.0,373467.0,427806.0,427806.0,229670.648,138660.862,100593.419,112565.326,157418.179
211,El Salvador,SLV,"Air transport, passengers carried",IS.AIR.PSGR,138200.0,146000.0,140000.0,147000.0,155000.0,160000.0,170000.0,210600.0,225300.0,257800.0,264600.0,241800.0,254800.0,265500.0,360200.0,395000.0,467600.0,444100.0,448500.0,617800.0,524900.0,577400.0,682900.0,1242500.0,1617100.0,1698000.0,1800000.0,1700600.0,1694000.0,1624100.0,1960363.0,1692334.0,1804307.0,2182463.0,2391159.0,2540564.0,2579145.0,2536820.0,2279763.0,1996982.0,1816391.10383349,2151274.0,2523296.0,2509003.0,2816524.0,2597649.0,2603129.0,2670560.0,2545105.0,2609917.0,805271.999,1412026.0,2390600.0,3263923.0
215,Sub-Saharan Africa (excluding high income),SSA,"Air transport, passengers carried",IS.AIR.PSGR,4353700.0,4750300.0,5071700.0,5952100.0,6543100.0,7076300.0,8280400.0,8522900.0,9541700.0,11081900.0,12761600.0,13868100.0,13878600.0,13974900.0,14274400.0,14523400.0,13368400.0,13505300.0,14042200.0,13883300.0,13945700.0,13330600.0,12516600.0,12881700.0,13928800.0,14304700.0,14918100.0,15320800.0,15083800.0,15913400.0,16574427.0,15726021.0,14913644.0,16353104.0,18302389.0,21453942.0,23510000.0,24367810.0,24795483.0,24270271.0,34431773.1379019,37813524.7101941,40171724.9371228,37774404.818,37699134.115098,40278717.0,40873275.0,44060935.08,52995285.3600062,53191029.920235,19405309.602,24279553.692,34958014.4,41446671.592
217,Sub-Saharan Africa,SSF,"Air transport, passengers carried",IS.AIR.PSGR,4585300.0,5013400.0,5360200.0,6261300.0,6811800.0,7320600.0,8580400.0,8761000.0,9739500.0,11291300.0,13019500.0,14210700.0,14279000.0,14397500.0,14786200.0,15179600.0,14090900.0,14322400.0,14862300.0,14713200.0,14808400.0,14208800.0,13512500.0,13923000.0,14942600.0,15368600.0,16034300.0,16477400.0,16242300.0,17122000.0,17912857.0,17173516.0,16535011.0,17883529.0,20167567.0,23620094.0,25775571.0,27232504.0,28096606.0,27748907.0,38191509.1379019,42648276.401034,45408840.8023684,43790341.818,44380996.115098,47850992.0,49683303.0,54260831.08,64951730.3600062,66236333.920235,24494981.602,31483072.692,45945492.4,56956842.592
220,Suriname,SUR,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,50000.0,53000.0,120000.0,146400.0,144000.0,144000.0,107000.0,106000.0,117000.0,108000.0,89200.0,110400.0,135000.0,132500.0,132500.0,150000.0,123000.0,96000.0,148900.0,161800.0,194700.0,278800.0,277700.0,307500.0,232649.0,202899.0,191094.0,258311.0,289309.0,315410.0,306504.0,324821.0,329788.0,303117.0,214667.0,204096.675971812,240525.441452855,255204.0,269148.0,259682.0,280090.0,284935.0,272347.0,236601.0,221654.0,20181.0,122617.0,149672.0
223,Sweden,SWE,"Air transport, passengers carried",IS.AIR.PSGR,2550000.0,2913800.0,3014000.0,3225900.0,3350300.0,3464700.0,3908900.0,3851800.0,4360900.0,5193400.0,5209400.0,5632000.0,6091100.0,6590800.0,7335200.0,7609600.0,8713900.0,9428800.0,10211900.0,10855000.0,11402500.0,9826800.0,9923500.0,9719000.0,10807700.0,9498000.0,9879000.0,11326900.0,11877700.0,12917600.0,13354314.0,13123426.0,12421220.0,11586025.0,11623925.0,,,,,,41153081.0,46260220.0,49192941.0,51925707.0,57789383.0,58636668.0,55672453.0,51825549.0,51473905.0,50957868.602,14105839.7975,20067143.633,15229955.0,19554551.0
226,Seychelles,SYC,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,12000.0,12000.0,12000.0,12000.0,15000.0,15000.0,65100.0,65100.0,113000.0,185000.0,195000.0,223000.0,227500.0,179100.0,242400.0,242600.0,239500.0,289300.0,297400.0,314000.0,373200.0,384300.0,368600.0,347200.0,393835.0,419967.0,518183.0,413096.0,461885.0,498836.0,545265.0,574515.0,586106.0,564580.0,412714.0,393834.0,235994.0,344436.0,407280.0,497496.0,567914.0,633518.0,455201.0,414088.0,149489.0,137565.0,217754.0,236917.0
227,Syrian Arab Republic,SYR,"Air transport, passengers carried",IS.AIR.PSGR,139000.0,145300.0,235700.0,184700.0,284300.0,370700.0,448200.0,410600.0,494700.0,433200.0,465000.0,515500.0,466400.0,486600.0,464400.0,475800.0,458600.0,390600.0,341600.0,456200.0,613300.0,661200.0,551900.0,485000.0,472100.0,563100.0,598500.0,694200.0,685400.0,668400.0,750129.0,760923.0,926850.0,907850.0,1169646.0,1239825.0,1252102.0,1371450.0,1358473.0,1342518.0,1158366.0,1433766.69473226,907927.74176397,475932.0,475932.0,17902.0,18117.0,17564.0,17896.9211653632,18456.6450466215,299469.0,672219.0,904242.0,610744.721
230,East Asia & Pacific (IDA & IBRD countries),TEA,"Air transport, passengers carried",IS.AIR.PSGR,,,,,10458800.0,11774800.0,12545500.0,13406100.0,15501800.0,17583700.0,19271100.0,22578600.0,23809200.0,23966000.0,27011600.0,29876100.0,34562200.0,39822200.0,47560600.0,43888600.0,52002100.0,57726400.0,68859100.0,76948800.0,88615600.0,104066600.0,110608300.0,107441300.0,106316600.0,105448300.0,117392048.0,131820683.0,144870039.0,145911102.0,202852010.0,220785964.0,244343650.0,277657591.0,287610282.0,326402729.0,430771969.353661,482426892.525636,525964519.872814,579440333.840183,640110151.266246,708750644.0,790446548.0,881640190.0,964270665.095903,1003417980.1326,545604200.498,516083074.028,455356320.802,921718294.487
232,Togo,TGO,"Air transport, passengers carried",IS.AIR.PSGR,29900.0,31400.0,27700.0,30000.0,33800.0,37900.0,43600.0,48900.0,55700.0,60800.0,64600.0,67600.0,69800.0,71000.0,71700.0,77500.0,78400.0,70100.0,69700.0,74000.0,76300.0,66300.0,66300.0,68200.0,69200.0,74100.0,75100.0,85500.0,90500.0,83900.0,77273.0,46364.0,,,,,,,,,663013.0,832351.156397303,745781.748091383,840948.0,426344.039920436,420875.0,475185.0,500686.0,566295.0,633629.0,320806.0,672184.0,1187471.0,2175165.332
233,Thailand,THA,"Air transport, passengers carried",IS.AIR.PSGR,764200.0,713100.0,785600.0,1021000.0,1261000.0,1616500.0,1633800.0,1331500.0,1773800.0,2088900.0,2459000.0,2834600.0,3154900.0,3357000.0,3671300.0,4065900.0,4370000.0,5179600.0,6235900.0,7364500.0,8201400.0,7708600.0,8546800.0,10196900.0,11404700.0,12771400.0,14078300.0,14235800.0,15015400.0,15950500.0,17392091.0,17662418.0,18111892.0,16622502.0,20342582.0,18902629.0,20102408.0,21191723.0,19993134.0,19618735.0,28780723.0,31940491.9838508,36392469.3545263,43029150.6,46546612.484507,56447637.0,62341676.0,70704889.0,76053042.754,76344410.0,28179302.666,12734583.0,34390036.0,51920692.0
236,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Air transport, passengers carried",IS.AIR.PSGR,16844000.0,17830100.0,20090400.0,22015500.0,25843700.0,29706400.0,33027800.0,36254400.0,40006700.0,46621500.0,50802300.0,50925000.0,52614200.0,51979200.0,52942400.0,54531200.0,58676800.0,60008400.0,59505900.0,64470900.0,62937900.0,62216000.0,63335900.0,66721700.0,72301500.0,71128400.0,75346000.0,83418400.0,88239900.0,90651300.0,93639750.0,99068745.0,95813090.0,92587521.0,99215943.0,105704481.0,108594923.0,118159408.0,131727500.0,138693494.0,175872865.026943,195644076.787561,214936093.956842,232318775.071702,246692569.638564,262023503.0,264419476.0,273553611.35,290659005.923914,302747680.551081,119711410.66,186616854.562,279942987.939,314680200.616
238,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Air transport, passengers carried",IS.AIR.PSGR,4996400.0,5307900.0,5547100.0,6513700.0,8064400.0,10156200.0,12435100.0,14248200.0,15815100.0,15807700.0,16675900.0,17213000.0,18592200.0,20606100.0,21565200.0,21586300.0,21886400.0,23019900.0,24417200.0,25487200.0,26390100.0,24135100.0,25831400.0,24870400.0,25919700.0,26426300.0,28587500.0,32309900.0,30738600.0,31095600.0,31544038.0,40091314.0,30929333.0,37322138.0,35566121.0,36624267.0,39971463.0,41644664.0,41470684.0,43324788.0,61357712.7706611,62510145.6812856,60685403.4159418,63599011.2337263,64250755.0924703,61012644.0,67306499.0,75565653.79,75246086.9211654,77266751.2532391,31123156.245,39460765.316,65139850.893,76054114.829
240,South Asia (IDA & IBRD),TSA,"Air transport, passengers carried",IS.AIR.PSGR,2979600.0,2887900.0,3633800.0,4240100.0,3839400.0,4674400.0,5373300.0,6066800.0,7033800.0,7717800.0,7858700.0,8969400.0,10020100.0,10806000.0,11984300.0,13019700.0,13750200.0,14533700.0,15566500.0,15177500.0,13494500.0,13282200.0,13891100.0,12169700.0,14530900.0,17582700.0,16814200.0,19566400.0,19922900.0,19516700.0,21379284.0,20763520.0,21361233.0,23453249.0,28563261.0,32943015.0,45773342.0,57021399.0,54717867.0,58892398.0,70300953.8863276,80811963.8167753,79933576.6914433,84015308.4,92371330.4579924,109824144.0,130946386.0,154000765.550311,181588446.62766,182499352.675124,75515185.694,91438001.434,154600220.747,196803652.173
241,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Air transport, passengers carried",IS.AIR.PSGR,4585300.0,5013400.0,5360200.0,6261300.0,6811800.0,7320600.0,8580400.0,8761000.0,9739500.0,11291300.0,13019500.0,14210700.0,14279000.0,14397500.0,14786200.0,15179600.0,14090900.0,14322400.0,14862300.0,14713200.0,14808400.0,14208800.0,13512500.0,13923000.0,14942600.0,15368600.0,16034300.0,16477400.0,16242300.0,17122000.0,17912857.0,17173516.0,16535011.0,17883529.0,20167567.0,23620094.0,25775571.0,27232504.0,28096606.0,27748907.0,38191509.1379019,42648276.401034,45408840.8023684,43790341.818,44380996.115098,47850992.0,49683303.0,54260831.08,64951730.3600062,66236333.920235,24494981.602,31483072.692,45945492.4,56956842.592
242,Trinidad and Tobago,TTO,"Air transport, passengers carried",IS.AIR.PSGR,361100.0,362400.0,319900.0,324700.0,335700.0,595000.0,683800.0,591100.0,428100.0,659200.0,877200.0,1301500.0,1380700.0,1344700.0,1398000.0,1299500.0,1342400.0,1312300.0,1296100.0,1310400.0,1285400.0,1345300.0,1354000.0,1389000.0,1642100.0,1727000.0,897200.0,807500.0,804400.0,1111700.0,1254425.0,1387639.0,1268879.0,1084186.0,1132392.0,1055106.0,1024304.0,1085650.0,1102669.0,1014016.0,1842253.0,2625055.71304041,2625055.71304041,2865852.0,2732100.0,2617843.0,2598521.0,2582961.0,2458183.0,2583595.0,677670.0,652148.0,1523315.0,2028649.0
243,Tunisia,TUN,"Air transport, passengers carried",IS.AIR.PSGR,244800.0,308900.0,375100.0,485600.0,629600.0,782000.0,809300.0,855500.0,963000.0,1088800.0,978200.0,1140900.0,1209100.0,1258100.0,1254900.0,1281600.0,1054800.0,1203300.0,1210300.0,1315400.0,1313000.0,1201200.0,1249900.0,1351000.0,1390800.0,1419400.0,1371200.0,1779300.0,1859000.0,1922600.0,1907876.0,1926118.0,1789327.0,1719524.0,1940037.0,1996699.0,2054641.0,2054679.0,2274580.0,2278964.0,2739634.0,3153388.97660989,3580910.21873467,4648608.0,4628511.0,3496190.0,3606247.0,3963968.0,4274199.0,4335325.0,1381745.0,1675777.0,3807115.0,4110265.0
244,Turkiye,TUR,"Air transport, passengers carried",IS.AIR.PSGR,1035700.0,1476000.0,1774500.0,2222800.0,1795100.0,1777800.0,2427300.0,2751700.0,2221500.0,2458400.0,1253700.0,2071300.0,2094600.0,2233600.0,2575400.0,2508000.0,2721900.0,3260900.0,3497300.0,3792300.0,4337100.0,3160000.0,4958600.0,6076800.0,6871600.0,7749000.0,8463900.0,9379900.0,9949300.0,10097300.0,12187891.0,10603908.0,10686877.0,10745444.0,14275835.0,16943828.0,19361415.0,22895275.0,25505092.0,31339441.0,45665249.0,53500303.0,63350312.0,74413804.6198675,84574844.0,96604665.0,100366461.0,107917326.0,115595495.817,111131475.0,44722690.061,69065868.0,104672089.362,125940241.0
246,Tanzania,TZA,"Air transport, passengers carried",IS.AIR.PSGR,171400.0,188000.0,196900.0,256800.0,282900.0,271700.0,310300.0,85700.0,192200.0,292300.0,387600.0,324800.0,401700.0,407100.0,498500.0,450900.0,441100.0,456100.0,410300.0,266800.0,292100.0,289700.0,216400.0,188500.0,199200.0,236400.0,224000.0,217800.0,220200.0,190000.0,193069.0,174559.0,134470.0,149540.0,243087.0,257223.0,189844.0,250849.0,202704.0,683541.0,750421.0,914932.03761187,1030203.57520377,1173942.818,1124913.454,1312807.0,1179664.0,1221678.0,1698386.0,1498093.0,823670.0,1146973.0,1823114.2,1911063.0
247,Uganda,UGA,"Air transport, passengers carried",IS.AIR.PSGR,171500.0,188000.0,165500.0,52400.0,62700.0,57600.0,73800.0,,,,82600.0,62600.0,62200.0,75100.0,49500.0,35300.0,50000.0,46000.0,61000.0,116000.0,116000.0,26300.0,31600.0,77700.0,62500.0,94600.0,100200.0,100200.0,99800.0,179400.0,39379.0,40560.0,40560.0,39749.0,45711.0,49368.0,55292.0,59715.0,63160.0,64234.0,154909.0,141603.0,182144.4,198804.0,163824.0,41812.0,52187.0,14958.0,21212.0,19822.5,4946.0,16490.0,35153.299,21650.2
249,Upper middle income,UMC,"Air transport, passengers carried",IS.AIR.PSGR,,,,,36659500.0,42164400.0,47501800.0,51859600.0,57198400.0,64491600.0,69096900.0,72024800.0,74505600.0,76772500.0,82524700.0,85886200.0,93972400.0,100668300.0,106494700.0,107542000.0,118254200.0,120166400.0,143440800.0,147866500.0,166141200.0,182640800.0,196039100.0,201464900.0,204792100.0,206433700.0,224239108.0,245198959.0,250625959.0,259919293.0,321710104.0,349377401.0,381514679.0,422872031.0,443914429.0,491984272.0,641093899.824528,711729121.28823,778626926.483586,856359982.696571,925571963.349623,1015013145.0,1097628472.0,1216726115.79,1319414931.65775,1357362972.27612,685149771.46,768105896.173,771954178.076,1282440974.802
