,Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
54,Czechia,CZE,"Air transport, passengers carried",IS.AIR.PSGR,1171900.0,1092500.0,1364400.0,1367000.0,1514700.0,1621000.0,1656800.0,1538100.0,1680300.0,1758600.0,1460800.0,955000.0,852600.0,908400.0,910700.0,980300.0,991000.0,1069600.0,1153800.0,1168800.0,1095700.0,837400.0,973800.0,1024900.0,1071600.0,1284600.0,1393600.0,1447800.0,1600800.0,1852600.0,2229216.0,2565808.0,2808793.0,3391474.0,4219478.0,4706226.0,4921600.0,4869586.0,4974879.0,5048360.0,5145187.0,4902816.0,3594882.0,5186676.0,5009995.0,3378028.0,4048658.0,5450671.0,8851291.0,5446163.2,929888.181,1418032.0,2176800.0,2175763.454
55,Germany,DEU,"Air transport, passengers carried",IS.AIR.PSGR,6498000.0,7029200.0,7919100.0,7371300.0,8886900.0,9369200.0,10418600.0,10907500.0,11709800.0,12843900.0,13046400.0,12964400.0,12755000.0,13099900.0,14051800.0,14551300.0,15174000.0,17011400.0,17894900.0,19056900.0,22146900.0,24829500.0,27577800.0,29362600.0,32465300.0,34680100.0,40118400.0,45804500.0,49279800.0,54652800.0,57962865.0,56389365.0,61889678.0,72693124.0,82099657.0,90788848.0,99647314.0,106101747.0,107941584.0,103396735.0,97330734.2807591,107042775.791182,105978474.526384,109062321.51578,112353098.59355,117222850.0,116713587.0,114160685.0,109796202.17431,109633750.727,25758450.0,33073180.0,69045135.0,80199572.0
59,Dominican Republic,DOM,"Air transport, passengers carried",IS.AIR.PSGR,128800.0,182700.0,191500.0,150000.0,160000.0,302100.0,359300.0,424800.0,429600.0,454600.0,466300.0,440300.0,413900.0,446700.0,605000.0,733600.0,614500.0,298700.0,350500.0,479500.0,718000.0,264200.0,322900.0,327900.0,300200.0,67400.0,29500.0,33600.0,33500.0,10400.0,,,,,,,,,,,19167.0,28232.1,28442.05,20004.0,16128.0,14463.0,11903.0,,,113752.0,31391.0,69447.0,392830.0,996238.0
60,Algeria,DZA,"Air transport, passengers carried",IS.AIR.PSGR,563200.0,714800.0,843900.0,1053600.0,1252100.0,1618000.0,1681600.0,1997100.0,2229000.0,2663400.0,2950000.0,3000000.0,3150000.0,3410500.0,3781000.0,3965900.0,3689900.0,3566900.0,3655000.0,3862300.0,3748000.0,3385000.0,3551100.0,3254500.0,3241000.0,3477800.0,3494100.0,3517700.0,3381800.0,2936800.0,2997480.0,3419249.0,3002232.0,3292815.0,3236364.0,3037298.0,2899722.0,2813018.0,2884506.0,4370917.0,3372283.0,3543663.0,4082595.0,4492436.96334419,5021288.96334419,5400896.0,6093416.0,6230157.0,6442442.0,6752002.0,1460077.0,1949936.0,4621351.0,7160662.35
61,East Asia & Pacific (excluding high income),EAP,"Air transport, passengers carried",IS.AIR.PSGR,,,,,10458800.0,11774800.0,12545500.0,13571100.0,15667800.0,17767700.0,19463300.0,22763000.0,23994200.0,24162000.0,27209100.0,30078100.0,34762200.0,40027200.0,47778100.0,44109000.0,52224800.0,57949100.0,69094200.0,77190600.0,88857400.0,104320600.0,110862300.0,107721300.0,106380600.0,105525000.0,117475001.0,131899488.0,144954360.0,145986148.0,202945818.0,220887277.0,244449016.0,277768225.0,287719256.0,326293542.0,430814825.832616,482470567.060299,526045298.37355,579794849.840183,640165915.141246,708798867.0,790494215.0,881698293.0,964324620.095903,1003476407.1326,545598407.498,516080253.789,455342912.802,921682880.487
62,Early-demographic dividend,EAR,"Air transport, passengers carried",IS.AIR.PSGR,23504800.0,24773900.0,28315800.0,32223400.0,35817700.0,42393800.0,50085900.0,57485600.0,64497000.0,72296400.0,77945100.0,81825400.0,84299300.0,88030100.0,94420700.0,95843400.0,97108600.0,102698800.0,106126700.0,110458200.0,109133700.0,105647800.0,118459100.0,121137600.0,131391900.0,134162100.0,139817900.0,146347300.0,144205700.0,142004200.0,149713878.0,160513615.0,149570435.0,160293889.0,190654278.0,202084384.0,224730790.0,245988633.0,244712190.0,259076645.0,370779756.654016,411779408.113943,443984379.688308,473370786.86842,518240248.925875,566264222.0,621441555.0,679891167.720311,741133708.202807,734632530.410995,289010892.017,373606823.428,594763104.479,772166413.062
63,East Asia & Pacific,EAS,"Air transport, passengers carried",IS.AIR.PSGR,,,,,55002800.0,57020100.0,60206300.0,69217300.0,77737300.0,87068700.0,89147600.0,95951900.0,95443200.0,95932600.0,104993100.0,111257200.0,119684900.0,133303700.0,149927400.0,154389196.0,174905500.0,188860300.0,208797800.0,221775804.0,243006604.0,273666300.0,292148204.0,298428300.0,300493300.0,312218196.0,337766614.0,351529526.0,374787907.0,366358229.0,429868117.0,454655578.0,486160240.0,523755806.0,535907588.0,555699740.0,726070353.122889,769209920.740995,809282604.511398,893899315.839378,965572758.226383,1052102292.0,1155866926.0,1266613885.0,1363722227.08479,1415410517.3106,673223022.999,632631258.508,682453993.172,1278373522.87
66,Ecuador,ECU,"Air transport, passengers carried",IS.AIR.PSGR,419500.0,457500.0,437800.0,380200.0,362200.0,448100.0,463300.0,528600.0,593300.0,632900.0,701000.0,691700.0,676300.0,618000.0,634000.0,664200.0,697200.0,692000.0,683700.0,741800.0,762500.0,752300.0,1473900.0,2122400.0,2118700.0,1670900.0,1925200.0,1790600.0,1918800.0,1386700.0,1318518.0,1284922.0,1184098.0,1521249.0,1828303.0,2011004.0,2110423.0,2630759.0,2926821.0,2896528.0,4818305.0,4714115.0,4758406.30677172,5157521.0,5675088.0,5677816.0,5099726.0,5121235.0,5365261.0,4827978.0,1146368.544,1534854.0,3211808.0,4567423.0
67,"Egypt, Arab Rep.",EGY,"Air transport, passengers carried",IS.AIR.PSGR,542500.0,515400.0,623100.0,656300.0,837000.0,916900.0,1112700.0,1282400.0,1426300.0,1689800.0,2027700.0,2232600.0,2433200.0,2617700.0,2786200.0,2786200.0,2350100.0,2891200.0,3192100.0,3418600.0,3239200.0,2595400.0,3608600.0,2880500.0,3537500.0,3897200.0,4282400.0,4416300.0,3894900.0,4620100.0,4521702.0,4389163.0,4526688.0,4180814.0,4621310.0,4888146.0,4988262.0,5829044.0,6688999.0,6215870.0,9518106.01323615,7708160.10711224,9081175.14629562,10593780.1774399,10278013.1135622,11109554.0,11844962.0,11748510.0,12386010.0,13206889.61,4638192.256,5563387.0,12152219.0,16672111.302
68,Euro area,EMU,"Air transport, passengers carried",IS.AIR.PSGR,39643000.0,43871800.0,48582800.0,52394200.0,54363300.0,56735600.0,61089600.0,66529900.0,72757200.0,76943200.0,78070300.0,80934800.0,83756300.0,85330500.0,89014400.0,94216800.0,94997000.0,105072500.0,114465600.0,124135000.0,134459400.0,131525300.0,144703800.0,149754800.0,160555900.0,171989144.1,191163800.0,210769200.0,219943000.0,239853500.0,260651401.0,258252629.0,259641964.0,289864210.0,317642184.0,346114957.0,376747784.0,409514461.0,410733285.0,403561685.0,416465001.051461,441148081.659968,439748948.516337,442802171.33378,460185935.950749,496898700.0,529564099.0,560783691.0,584797943.268714,639868656.158,190032931.787,252461520.31,528749566.556,610495726.388962
70,Spain,ESP,"Air transport, passengers carried",IS.AIR.PSGR,6347400.0,7505400.0,8654900.0,9964000.0,10198100.0,10959100.0,11801100.0,13328200.0,15369000.0,15683000.0,15089000.0,14601800.0,14637600.0,14538000.0,14283900.0,14850700.0,15403500.0,16553300.0,18983200.0,20270300.0,21652000.0,20944600.0,23385800.0,22279400.0,22361300.0,25765700.0,27759200.0,30315700.0,31594100.0,33559400.0,39711776.0,41469789.0,40380629.0,42506835.0,45539952.0,49855007.0,53122464.0,60664991.0,55213716.0,49289158.0,52847712.6083233,52736140.9250126,48089178.327112,48056735.818,53069339.0,60564041.0,66674868.0,71598374.0,80706703.0,88237165.272,26557077.999,43440479.727,80908169.2,94101520.461
72,Ethiopia,ETH,"Air transport, passengers carried",IS.AIR.PSGR,231600.0,263100.0,288500.0,309200.0,268700.0,244300.0,288000.0,226100.0,185800.0,197400.0,242900.0,327600.0,335300.0,357500.0,398800.0,471200.0,527500.0,594100.0,592600.0,650800.0,620300.0,635600.0,756400.0,752000.0,716400.0,749900.0,743000.0,772300.0,789900.0,861400.0,944595.0,1027528.0,1103184.0,1117329.0,1403293.0,1667316.0,1720306.0,2290179.0,2715017.0,2914056.0,3347022.0,4440917.69083987,5001121.86524561,5671501.0,6274582.0,7074779.0,8242114.0,9566378.0,11501244.0,12631216.0,4940183.0,7065954.0,10769724.0,15273254.0
73,European Union,EUU,"Air transport, passengers carried",IS.AIR.PSGR,47767900.0,52648900.0,58293200.0,62913900.0,64977900.0,67971100.0,73633200.0,79541900.0,86861500.0,93006700.0,93554600.0,96063300.0,98607500.0,101810300.0,106237300.0,112309600.0,114465700.0,125896200.0,136470700.0,147372400.0,157891000.0,150528000.0,164292000.0,169958600.0,182625300.0,193536844.1,213329200.0,235129900.0,245065100.0,266190600.0,288449342.0,286388891.0,287161373.0,317807082.0,347767674.0,359471494.0,390742949.0,425646377.0,427781328.0,419908189.0,483874507.227712,515081475.254482,514301800.984834,522944433.082448,548633990.776732,588104162.0,620961607.0,657059035.0,691558405.268714,752764693.96,224581685.7655,300510412.943,597439598.556,700152461.175962
74,Fragile and conflict affected situations,FCS,"Air transport, passengers carried",IS.AIR.PSGR,4293500.0,4830800.0,5380800.0,6018800.0,6572200.0,7788200.0,9502900.0,10807400.0,11927200.0,13205700.0,14837000.0,15712200.0,16017600.0,16043200.0,14980500.0,15874800.0,16257900.0,16423100.0,18809400.0,19924600.0,17110900.0,16253700.0,21066700.0,16134800.0,14243900.0,13230400.0,13385700.0,13161200.0,12828900.0,13668700.0,13644350.0,18495379.0,16191622.0,13756737.0,16934120.0,17404468.0,19959287.0,20199039.0,22723429.0,22127432.0,33183814.0544826,39379075.2266081,38732387.243884,38896500.17336,40338413.2732372,39233518.0,39962744.0,41551466.05,48929733.4403624,48048008.9975303,18073886.216,25439426.874,33906329.726,41000229.244
75,Finland,FIN,"Air transport, passengers carried",IS.AIR.PSGR,1279500.0,1394800.0,1535800.0,1697500.0,1884600.0,2048300.0,2040400.0,1836300.0,1993400.0,2345800.0,2512200.0,2751100.0,2815100.0,2797300.0,2991300.0,3153300.0,2987800.0,3626100.0,4009900.0,4299500.0,4450200.0,3998700.0,3898400.0,3947500.0,4492000.0,5211900.0,5597500.0,6002300.0,6771100.0,6241600.0,6828143.0,6697556.0,6415606.0,6183906.0,7049416.0,7075195.0,7597125.0,8288683.0,7916485.0,7423265.0,8685772.86832543,9508050.0,10731828.4925915,10467321.0,10992792.0,13035848.0,13754228.0,12209646.0,13364839.0,14610547.0,3500299.0,2805555.0,9040754.0,10794518.0
76,Fiji,FJI,"Air transport, passengers carried",IS.AIR.PSGR,,,,257100.0,296200.0,300000.0,313000.0,305000.0,280000.0,310000.0,322000.0,319300.0,330000.0,309300.0,324800.0,320200.0,313400.0,309700.0,382000.0,458800.0,433400.0,413700.0,426000.0,424200.0,464600.0,494500.0,479600.0,516900.0,516200.0,549800.0,586043.0,612727.0,715000.0,972000.0,836719.0,870571.0,932394.0,960546.0,946138.0,1146591.0,1259009.0,1276205.48,1225268.56188571,1161936.0,1243824.0,1336976.0,1402765.0,1557876.0,1670216.0,1700293.0,409104.0,133708.0,1168544.946,2154560.0
77,France,FRA,"Air transport, passengers carried",IS.AIR.PSGR,9108000.0,9569200.0,11285100.0,11957500.0,12159300.0,13112800.0,14301900.0,15431300.0,16821200.0,17967000.0,19521000.0,21591200.0,22372400.0,23278100.0,23694300.0,24491900.0,25211400.0,27950200.0,30667300.0,33975500.0,35963900.0,33127800.0,33963900.0,35625600.0,38170400.0,36020400.0,41252600.0,43400700.0,42232400.0,49536300.0,52581312.0,50476541.0,49305864.0,47258820.0,48543473.0,52477178.0,59537872.0,61551258.0,61214656.0,58318312.0,60864422.1135135,64185339.3411299,64683769.0243213,63925151.0,63434263.0,65039503.0,65362743.0,68316473.0,70188028.0,71289277.0,24956343.0,32000528.0,59323269.0,64644716.0
80,Gabon,GAB,"Air transport, passengers carried",IS.AIR.PSGR,120200.0,125500.0,122800.0,130300.0,136200.0,139700.0,190400.0,176700.0,170000.0,175000.0,331100.0,340000.0,421000.0,428300.0,436100.0,456000.0,459500.0,393100.0,382800.0,406700.0,398300.0,436000.0,471400.0,302300.0,505200.0,508200.0,431300.0,468500.0,466700.0,423100.0,446688.0,373904.0,365877.0,385529.0,430873.0,465343.0,508368.0,535324.0,545640.0,524867.0,243635.528989967,121233.395658112,42729.3194712764,0.0,,137331.0,77320.0,,,,,,,
81,United Kingdom,GBR,"Air transport, passengers carried",IS.AIR.PSGR,15568800.0,15796000.0,17308500.0,18959700.0,18062600.0,18074900.0,19472900.0,19484500.0,23186100.0,25312100.0,25551200.0,24578700.0,23872500.0,23376200.0,25825700.0,28229400.0,29373100.0,33705300.0,37573100.0,46354400.0,47113600.0,42861200.0,47819400.0,50187900.0,55475500.0,59688800.0,64208500.0,62763200.0,61940200.0,65738296.0,70436030.0,70331725.0,72381196.0,76388660.0,86054762.0,93602879.0,97544631.0,101622807.0,104713553.0,102464509.0,101515720.193399,111598546.141229,115419920.565667,118605866.0,124901676.052681,131512994.0,143781714.0,151159067.0,165388610.0,142392528.0,30237827.0,26631932.0,95908282.0,118945920.0
83,Ghana,GHA,"Air transport, passengers carried",IS.AIR.PSGR,116700.0,135600.0,131700.0,135600.0,148200.0,153800.0,233500.0,248800.0,309700.0,330400.0,279000.0,288800.0,230000.0,271400.0,261000.0,252600.0,247900.0,224400.0,247800.0,231900.0,188100.0,191700.0,206000.0,152400.0,182500.0,185900.0,197200.0,210600.0,209800.0,304100.0,314335.0,301135.0,255630.0,241111.0,96444.0,,,,,,169030.949606142,491583.034446243,691271.96142731,396372.0,407544.0,390457.0,359516.0,681691.0,467624.0,597343.0,321437.0,559393.0,548131.0,440680.0
88,Equatorial Guinea,GNQ,"Air transport, passengers carried",IS.AIR.PSGR,,8500.0,9000.0,9500.0,10000.0,10500.0,11000.0,12000.0,12000.0,13000.0,13300.0,13300.0,13300.0,13300.0,13400.0,13700.0,13700.0,13700.0,27600.0,14000.0,14000.0,14000.0,14000.0,14000.0,14000.0,14700.0,14700.0,20900.0,20800.0,,,,,,,,,,,,25969.3823646158,130197.6,316620.85,401712.0,303024.0,400758.0,458222.0,496322.0,404301.328013225,425475.0,138898.0,31268.0,170923.0,118426.998
89,Greece,GRC,"Air transport, passengers carried",IS.AIR.PSGR,1614700.0,2021400.0,2412600.0,2802600.0,2304600.0,2832600.0,3541000.0,3883900.0,4670500.0,5021100.0,4891300.0,4900700.0,5633900.0,5811800.0,6878400.0,7456600.0,6479500.0,6567600.0,6659700.0,6632000.0,6134600.0,4937000.0,5465500.0,5478100.0,5812900.0,6006000.0,6396000.0,7060800.0,6403400.0,6590700.0,7937434.0,8430333.0,7579225.0,7518932.0,9276954.0,9452219.0,9481314.0,10206223.0,9442743.0,8795133.0,10352657.531181,9569211.41941763,8785275.45592775,8761116.0,11152236.0,11237054.0,12689082.0,13852857.0,15125933.5152598,16124738.33,5647917.0,8726345.0,15309117.0,19090513.0
92,Guatemala,GTM,"Air transport, passengers carried",IS.AIR.PSGR,112500.0,101100.0,98000.0,43000.0,88800.0,113500.0,119000.0,137800.0,136300.0,156300.0,118900.0,124400.0,114600.0,99500.0,124000.0,108400.0,103100.0,114800.0,98900.0,110200.0,156000.0,165000.0,230000.0,240000.0,252000.0,300000.0,300000.0,508400.0,506400.0,,,,,,,,,,,,313892.0,326146.206150004,288013.900825685,78264.0,69768.0,93129.0,111830.0,155524.0,145795.0,107350.0,25217.454,1766.181,,221478.0
94,Guyana,GUY,"Air transport, passengers carried",IS.AIR.PSGR,17800.0,18700.0,19000.0,20000.0,22000.0,24000.0,26000.0,27000.0,27000.0,27500.0,27500.0,81500.0,93000.0,93000.0,100000.0,104000.0,122500.0,128500.0,135200.0,143000.0,145700.0,111900.0,115300.0,115300.0,115300.0,121100.0,126000.0,126000.0,125500.0,70400.0,73256.0,47800.0,,,,,,,,,273160.0,340267.623207221,247780.347691014,0.0,0.0,,,,26069.0,28697.0,17990.0,7512.0,,
95,High income,HIC,"Air transport, passengers carried",IS.AIR.PSGR,274021792.0,293632104.0,323380508.0,352653400.0,365527500.0,368379000.0,399004296.0,433210192.0,486896804.0,548431700.0,535021888.0,527699200.0,536681908.0,563665396.0,604357588.0,649375704.0,700019896.0,753101504.0,791975912.0,819231600.0,854489516.0,962590704.0,943705492.0,938427016.0,1008489904.0,1059026140.1,1134170504.0,1187713892.0,1197655880.0,1291119300.0,1382934485.0,1337346895.0,1308320075.0,1337835813.0,1486852128.0,1531848259.0,1587174681.0,1665148129.0,1639491738.0,1627825313.0,1850477782.09661,1919235819.59471,1958181258.34131,2030135809.00007,2122272920.86093,2248007510.0,2366901655.0,2483414750.0,2607490599.83649,2717436455.22308,930341104.7185,1346415630.068,2141202835.091,2587745705.00096
98,Heavily indebted poor countries (HIPC),HPC,"Air transport, passengers carried",IS.AIR.PSGR,3070800.0,3354500.0,3415000.0,3636500.0,4026800.0,4387200.0,5101500.0,5193400.0,5664300.0,6468300.0,6969100.0,7255200.0,7394400.0,7618200.0,7991800.0,7460400.0,7178000.0,7293000.0,7551600.0,7301700.0,7434000.0,6618700.0,6719700.0,6433300.0,6139600.0,6114500.0,6751600.0,6925200.0,6968200.0,6849500.0,6492929.0,5967306.0,,,,,,,,,14165092.2265473,17296028.4634335,18073364.0300627,18079383.818,19361000.3208803,20661772.0,20915140.0,23844385.43,26411525.9143882,27353506.8673374,12330289.393,19149959.028,28677964.067,34616841.448
101,Hungary,HUN,"Air transport, passengers carried",IS.AIR.PSGR,282300.0,268200.0,266300.0,330000.0,456500.0,414100.0,427200.0,555000.0,659000.0,830200.0,874300.0,1017000.0,1020700.0,957300.0,1038500.0,1116100.0,1150600.0,1231400.0,1176400.0,1316300.0,1363100.0,910700.0,1029100.0,1216900.0,1325400.0,1310900.0,1563400.0,1634700.0,1749200.0,1943500.0,2197521.0,2023385.0,2098760.0,2260849.0,2546234.0,2735214.0,2591666.0,3133574.0,3111575.0,2952885.0,12477063.1762511,13729553.5346856,12289555.0764284,13926540.0,16482060.0,20043787.0,21399963.0,26066294.0,31226848.0,39803373.0,14597294.0,20127200.0,41287305.0,55613579.0
102,IBRD only,IBD,"Air transport, passengers carried",IS.AIR.PSGR,,,,,52256400.0,59986400.0,67639700.0,74606100.0,82259300.0,92654000.0,98295300.0,103937600.0,107839700.0,110636700.0,117521000.0,123016500.0,131997800.0,141498500.0,150844100.0,153408100.0,158485200.0,287136700.0,248061600.0,226607300.0,241517000.0,259045344.1,268001900.0,277356500.0,275235900.0,280152600.0,299999947.0,329558482.0,332945411.0,344238460.0,418548570.0,454613218.0,503025441.0,567811264.0,599047740.0,651945668.0,847130576.388843,944928973.233205,1025438937.46723,1118305417.53004,1217785695.41695,1336122124.0,1454514951.0,1612997443.14,1761801271.05385,1827957939.65008,888849229.383,1016713783.182,1155213101.321,1754231107.673
103,IDA & IBRD total,IBT,"Air transport, passengers carried",IS.AIR.PSGR,,,,,59704400.0,68627800.0,78144400.0,85608500.0,94605300.0,106205500.0,113491300.0,120427500.0,124759200.0,128064000.0,135574400.0,141593700.0,150467600.0,159913300.0,170496100.0,172706400.0,178700100.0,306448300.0,271850700.0,249315900.0,264620500.0,281495744.1,290119200.0,300379900.0,298474600.0,303852900.0,323854019.0,353461238.0,354836889.0,366713422.0,444743421.0,482971713.0,533670988.0,599627079.0,631333677.0,683927328.0,891956142.164426,997808123.775953,1080347426.56044,1174597728.92127,1276673084.40434,1396421827.0,1517531639.0,1680834867.77031,1840061201.44965,1904674595.80028,921825835.906,1057614059.294,1223474787.796,1835302970.37
104,IDA total,IDA,"Air transport, passengers carried",IS.AIR.PSGR,5689700.0,5878600.0,5692700.0,7016200.0,7448000.0,8641400.0,10504700.0,11002400.0,12346000.0,13551500.0,15196000.0,16489900.0,16919500.0,17427300.0,18053400.0,18577200.0,18469800.0,18414800.0,19652000.0,19298300.0,20214900.0,19311600.0,23789100.0,22708600.0,23103500.0,22450400.0,22117300.0,23023400.0,23238700.0,23700300.0,23854072.0,23902756.0,21891478.0,22474962.0,26194851.0,28358495.0,30645547.0,31815815.0,32285937.0,31981660.0,44825565.7755834,52879150.5427477,54908489.0932079,56292311.3912287,58887388.9873868,60299703.0,63016688.0,67837424.6303111,78259930.3957999,76716656.1501955,32976606.523,40900276.112,68261686.475,81071862.697
105,IDA blend,IDB,"Air transport, passengers carried",IS.AIR.PSGR,2178100.0,2010100.0,1676600.0,2392700.0,2519200.0,3475700.0,4521100.0,5055400.0,6095500.0,6508600.0,7651300.0,8508300.0,8607500.0,8909600.0,9124100.0,9872100.0,9698400.0,9567100.0,9749600.0,9839300.0,9990900.0,10021000.0,14206200.0,12073300.0,12567700.0,12060300.0,11215900.0,12261200.0,12077000.0,12871300.0,12488694.0,13226141.0,10630205.0,10928146.0,12260903.0,13497275.0,14947598.0,15305440.0,15704907.0,15268647.0,21649001.4291658,24341190.6917028,25391549.2194775,25101613.687732,25549960.3433395,26835661.0,27887751.0,26732821.0,31196191.2806177,31409370.3509508,13485781.729,16820671.411,24938080.698,28432267.54
106,Indonesia,IDN,"Air transport, passengers carried",IS.AIR.PSGR,826400.0,994500.0,1286800.0,1787400.0,2219700.0,2527500.0,3103200.0,3781300.0,4431100.0,4656100.0,5059100.0,6098100.0,6028700.0,5567500.0,6494300.0,6468100.0,7115400.0,7568900.0,8823700.0,8983400.0,9223100.0,10401800.0,11176800.0,12009000.0,13924500.0,15977200.0,17138800.0,12650200.0,12613600.0,8046800.0,9916365.0,12453812.0,12113452.0,12221066.0,26780550.0,26835524.0,29867483.0,30405918.0,29766093.0,27421235.0,59384361.605798,70912258.1090481,79405799.80957,81721356.0,85215879.5097387,90095131.0,99274010.0,108393123.0,115154100.909,91323153.0,37523686.817,33549828.0,58991326.0,97045784.754
107,IDA only,IDX,"Air transport, passengers carried",IS.AIR.PSGR,3511600.0,3868500.0,4016100.0,4623500.0,4928800.0,5165700.0,5983600.0,5947000.0,6250500.0,7042900.0,7544700.0,7981600.0,8312000.0,8517700.0,8929300.0,8705100.0,8771400.0,8847700.0,9902400.0,9459000.0,10224000.0,9290600.0,9582900.0,10635300.0,10535800.0,10390100.0,10901400.0,10762200.0,11161700.0,10829000.0,11365378.0,10676615.0,11261273.0,11546816.0,13933948.0,14861220.0,15697949.0,16510375.0,16581030.0,16713013.0,23176564.3464175,28537959.851045,29516939.8737304,31190697.7034966,33337428.6440473,33464042.0,35128937.0,41104603.6303111,47063739.1151822,45307285.7992447,19490824.794,24079604.701,43323605.777,52639595.157
109,India,IND,"Air transport, passengers carried",IS.AIR.PSGR,2671600.0,2554000.0,3285800.0,3391600.0,3037300.0,3839900.0,4534000.0,5147500.0,6099600.0,6546800.0,6603100.0,7574500.0,8391700.0,9164800.0,10125700.0,10993800.0,11785200.0,12668600.0,12863100.0,12740100.0,10862200.0,10717400.0,11127100.0,9441600.0,11518400.0,14260600.0,13394600.0,16039800.0,16521000.0,16005400.0,17299483.0,16862737.0,17633019.0,19455085.0,23934074.0,27879461.0,40288794.0,51897450.0,49877935.0,54446373.0,64374253.8038964,73996912.0,72151828.8895485,75589071.0,82718882.88,98927860.0,119577835.0,139752424.0,164035637.545,167499116.0,68959633.0,83964797.0,139996043.466,180415784.228
111,Ireland,IRL,"Air transport, passengers carried",IS.AIR.PSGR,1476300.0,1544200.0,1408800.0,1496300.0,1474600.0,1475700.0,1578100.0,1675600.0,1781300.0,2022500.0,1830200.0,1978600.0,1949100.0,1780800.0,1838500.0,1828800.0,1972000.0,2279000.0,3675600.0,4376300.0,4812300.0,4764600.0,5006000.0,4650400.0,4825700.0,6586500.0,7676800.0,8963700.0,10401200.0,11948800.0,13983022.0,15450847.0,19728801.0,28863657.0,34748853.0,42872544.0,50737809.0,60099058.0,69447262.0,77747207.0,84784226.0,89956333.5096866,92637189.1903926,93408036.0,98449140.0,115928738.0,134065078.0,153944513.0,167598633.0,170161848.0,54582262.0,74065210.0,169377735.0,192528432.0
112,"Iran, Islamic Rep.",IRN,"Air transport, passengers carried",IS.AIR.PSGR,715600.0,761400.0,894800.0,1141600.0,1361900.0,1949400.0,2499100.0,3005400.0,3333500.0,2168700.0,1998100.0,1539700.0,2127800.0,3190900.0,4087800.0,3422000.0,4670600.0,4846900.0,4486800.0,4882600.0,5632600.0,5537500.0,4895600.0,5351800.0,5803500.0,6290600.0,7609600.0,9804100.0,9200400.0,8277300.0,8722145.0,16485326.0,9891522.0,16301238.0,11877705.0,12708354.0,13623038.0,13915755.0,12029236.0,13052716.0,18760850.3814854,19113946.1622474,17687478.5197214,16580818.0052102,16825260.8301325,13873256.0,17084581.0,26858178.78,23029380.0,21641449.393,12744853.781,13695897.024,18713104.0,18067403.0
114,Iceland,ISL,"Air transport, passengers carried",IS.AIR.PSGR,457900.0,494100.0,545800.0,592800.0,611200.0,590200.0,601500.0,645000.0,688000.0,694000.0,541500.0,522100.0,574300.0,601400.0,710100.0,778000.0,808400.0,910100.0,844700.0,735900.0,759500.0,772600.0,767100.0,801000.0,1031200.0,1097000.0,1239100.0,1334400.0,1592700.0,1350200.0,1431818.0,1357946.0,1198920.0,1133775.0,1332811.0,1528929.0,1536157.0,1720496.0,1423422.0,1364651.0,1851416.84175507,2150527.0,2400160.0,2602714.0,3035882.7791066,4134980.0,5710834.0,7242611.0,7819740.55998243,4656017.0,903927.0,1499034.0,3709948.4,4342330.8
115,Israel,ISR,"Air transport, passengers carried",IS.AIR.PSGR,485000.0,1057400.0,1137100.0,1163500.0,1214300.0,1053700.0,1299800.0,1454100.0,1519700.0,1584000.0,1483300.0,1585200.0,1480800.0,1578700.0,1669400.0,1802700.0,1828600.0,2009700.0,1894600.0,2118000.0,2004000.0,2047500.0,2391200.0,2569400.0,2980400.0,3453400.0,3694600.0,3753600.0,3698500.0,4033200.0,4442967.0,3967140.0,3708138.0,3677879.0,4968931.0,4392448.0,4357151.0,4662615.0,4563041.0,4605452.0,5084798.0,5151469.0,5381980.0,5565864.0,5886728.0,6331198.0,6866472.0,6993888.0,7404373.0,7068458.0,1249361.0,2437207.0,5520059.0,7377778.0
116,Italy,ITA,"Air transport, passengers carried",IS.AIR.PSGR,6743700.0,7644100.0,7462200.0,8189900.0,8631400.0,8360600.0,8238100.0,9424100.0,9507000.0,9462500.0,9955800.0,10493300.0,11611000.0,11996600.0,12593600.0,14408000.0,13811100.0,15268100.0,15649200.0,17437700.0,19750000.0,18846800.0,21766700.0,21901400.0,22959300.0,23665800.0,25838500.0,28183900.0,27462700.0,28281000.0,30418137.0,31031074.0,28244627.0,36345771.0,35922093.0,36115764.0,36709131.0,37830745.0,30672048.0,33194501.0,32645164.0,33923370.5051058,31072962.155732,27846220.0,27193939.0,28603919.0,29120041.0,26288001.0,27243741.0,27760301.0,7801490.0,2449339.0,14670031.959,20264734.0
