LEVEL,AREA,YEAR,MONTH,MARKET_SEGMENT,FLIGHT_TYPE,FLIGHT_PHASE,NB_FLIGHTS,NOX_KG,SOX_KG,CO2_KG,DATE
STATE,AL,2019,1,business,D,cruise,9,24.86,1.7800000000000002,6700.0,2019-01-01
STATE,AL,2019,1,business,O,cruise,361,689.7099999999992,60.23,227799.99999999988,2019-01-01
STATE,AL,2019,1,business,A,cruise,9,2.3600000000000003,0.51,2200.0,2019-01-01
STATE,AL,2019,1,business,A,descent,9,3.0900000000000003,0.5,2000.0,2019-01-01
STATE,AL,2019,1,business,D,climb,9,11.82,0.92,3500.0,2019-01-01
STATE,AL,2019,1,business,D,taxi-out,9,1.11,0.45,1800.0000000000005,2019-01-01
STATE,AL,2019,1,cargo,D,cruise,22,2.89,2.51,9600.0,2019-01-01
STATE,AL,2019,1,cargo,A,cruise,22,1.84,1.7200000000000002,6499.999999999999,2019-01-01
STATE,AL,2019,1,cargo,O,cruise,379,9515.13,481.71,1806800.000000001,2019-01-01
STATE,AL,2019,1,cargo,A,descent,22,2.03,1.14,4300.0,2019-01-01
STATE,AL,2019,1,cargo,D,climb,22,7.44,1.6700000000000002,6300.0,2019-01-01
STATE,AL,2019,1,cargo,D,taxi-out,22,1.1,1.1,4000.0,2019-01-01
STATE,AL,2019,1,lowcost,D,cruise,370,5272.549999999999,216.04,810900.0000000002,2019-01-01
STATE,AL,2019,1,lowcost,O,cruise,2603,16318.990000000022,1049.6100000000006,3940399.9999999967,2019-01-01
STATE,AL,2019,1,lowcost,A,cruise,367,237.90000000000003,34.669999999999995,130299.99999999999,2019-01-01
STATE,AL,2019,1,lowcost,A,descent,367,451.15,40.92000000000001,153800.0,2019-01-01
STATE,AL,2019,1,lowcost,D,climb,370,2032.8200000000004,82.18,307999.99999999994,2019-01-01
STATE,AL,2019,1,lowcost,A,taxi-in,367,15.260000000000002,3.0299999999999994,11600.0,2019-01-01
STATE,AL,2019,1,lowcost,D,taxi-out,370,147.12,29.829999999999988,111500.0,2019-01-01
STATE,AL,2019,1,mainline,D,cruise,455,8225.06,310.3,1163000.0000000002,2019-01-01
STATE,AL,2019,1,mainline,A,cruise,460,400.30000000000007,52.93000000000001,198499.9999999999,2019-01-01
STATE,AL,2019,1,mainline,O,cruise,5491,67477.09999999995,3681.739999999998,13809299.999999996,2019-01-01
STATE,AL,2019,1,mainline,O,descent,5491,0.36,0.03,100.0,2019-01-01
STATE,AL,2019,1,mainline,A,descent,460,656.7599999999998,56.24999999999999,211100.00000000006,2019-01-01
STATE,AL,2019,1,mainline,D,climb,455,2850.2800000000007,106.69999999999996,400100.0,2019-01-01
STATE,AL,2019,1,mainline,O,taxi-in,5491,0.82,0.12,500.0,2019-01-01
STATE,AL,2019,1,mainline,A,taxi-in,460,63.31,12.259999999999998,46100.0,2019-01-01
STATE,AL,2019,1,mainline,D,taxi-out,455,188.0399999999999,36.90999999999999,137499.99999999997,2019-01-01
STATE,AL,2019,1,other,D,cruise,19,250.53999999999996,10.11,38200.0,2019-01-01
STATE,AL,2019,1,other,O,cruise,650,5842.180000000002,341.3100000000001,1282000.000000001,2019-01-01
STATE,AL,2019,1,other,A,cruise,10,7.44,0.97,3700.0,2019-01-01
STATE,AL,2019,1,other,A,descent,10,10.2,0.93,3600.0,2019-01-01
STATE,AL,2019,1,other,O,descent,650,0.59,0.06,200.0,2019-01-01
STATE,AL,2019,1,other,D,climb,19,93.25,3.71,14100.0,2019-01-01
STATE,AL,2019,1,other,O,climb,650,2.72,0.65,2500.0,2019-01-01
STATE,AL,2019,1,other,A,taxi-in,10,0.36,0.07,300.0,2019-01-01
STATE,AL,2019,1,other,D,taxi-out,19,6.82,1.3600000000000003,4999.999999999998,2019-01-01
STATE,AL,2019,1,regional,D,cruise,113,422.48,45.11,169100.0,2019-01-01
STATE,AL,2019,1,regional,O,cruise,192,321.54,35.79,134400.0,2019-01-01
STATE,AL,2019,1,regional,A,cruise,111,22.76,7.209999999999999,27200.0,2019-01-01
STATE,AL,2019,1,regional,A,descent,111,44.34,6.740000000000001,25100.0,2019-01-01
STATE,AL,2019,1,regional,D,climb,113,129.44,12.720000000000002,48000.00000000001,2019-01-01
STATE,AL,2019,1,regional,A,taxi-in,111,1.9599999999999995,1.14,4400.0,2019-01-01
STATE,AL,2019,1,regional,D,taxi-out,113,15.62,5.93,21499.999999999996,2019-01-01
STATE,AM,2019,1,business,O,cruise,124,392.41,29.860000000000003,112300.0,2019-01-01
STATE,AM,2019,1,business,A,cruise,15,13.810000000000002,1.7400000000000004,6500.000000000001,2019-01-01
STATE,AM,2019,1,business,D,cruise,18,105.74000000000002,5.600000000000001,20899.999999999996,2019-01-01
STATE,AM,2019,1,business,A,descent,15,0.19,0.01,0.0,2019-01-01
STATE,AM,2019,1,business,D,climb,18,19.25,1.02,3900.000000000001,2019-01-01
STATE,AM,2019,1,business,D,taxi-out,18,3.63,0.8500000000000003,3300.0000000000014,2019-01-01
STATE,AM,2019,1,cargo,D,cruise,7,101.59,7.5,28200.0,2019-01-01
STATE,AM,2019,1,cargo,A,cruise,7,32.67,5.830000000000001,22000.000000000004,2019-01-01
STATE,AM,2019,1,cargo,O,cruise,582,18183.24,820.1399999999998,3077100.000000001,2019-01-01
STATE,AM,2019,1,cargo,A,descent,7,1.49,0.25,900.0,2019-01-01
STATE,AM,2019,1,cargo,D,climb,7,52.02,2.84,10700.0,2019-01-01
STATE,AM,2019,1,cargo,D,taxi-out,7,8.42,2.55,9700.0,2019-01-01
STATE,AM,2019,1,lowcost,A,cruise,101,314.87,32.19,120900.0,2019-01-01
STATE,AM,2019,1,lowcost,O,cruise,587,6930.77,436.37000000000006,1636399.9999999995,2019-01-01
STATE,AM,2019,1,lowcost,D,cruise,103,2380.49,89.82999999999998,336700.0,2019-01-01
STATE,AM,2019,1,lowcost,A,descent,101,3.26,0.3,1100.0,2019-01-01
STATE,AM,2019,1,lowcost,D,climb,103,373.67,13.07,48900.0,2019-01-01
STATE,AM,2019,1,lowcost,A,taxi-in,101,1.08,0.24,900.0,2019-01-01
STATE,AM,2019,1,lowcost,D,taxi-out,103,53.58999999999999,10.25,38600.0,2019-01-01
STATE,AM,2019,1,mainline,A,cruise,652,951.9599999999998,124.36,466699.9999999999,2019-01-01
STATE,AM,2019,1,mainline,O,cruise,3301,78579.08999999992,3663.2499999999977,13739400.00000001,2019-01-01
STATE,AM,2019,1,mainline,D,cruise,661,16890.000000000004,643.2200000000001,2412000.0,2019-01-01
STATE,AM,2019,1,mainline,A,descent,652,23.809999999999995,1.95,7199.999999999998,2019-01-01
STATE,AM,2019,1,mainline,D,climb,661,2762.930000000001,91.25999999999998,342299.9999999999,2019-01-01
STATE,AM,2019,1,mainline,A,taxi-in,652,7.87,1.5,5700.0,2019-01-01
STATE,AM,2019,1,mainline,D,taxi-out,661,393.48,72.64999999999999,270900.0000000001,2019-01-01
STATE,AM,2019,1,other,O,cruise,241,3750.009999999999,192.91000000000005,724100.0000000001,2019-01-01
STATE,AM,2019,1,other,A,cruise,63,58.72000000000001,8.149999999999999,30499.999999999996,2019-01-01
STATE,AM,2019,1,other,D,cruise,68,1135.27,44.33000000000001,166500.0,2019-01-01
STATE,AM,2019,1,other,A,descent,63,1.42,0.12,500.0,2019-01-01
STATE,AM,2019,1,other,D,climb,68,276.85,9.62,36300.0,2019-01-01
STATE,AM,2019,1,other,D,taxi-out,68,35.89,7.239999999999999,27200.000000000004,2019-01-01
STATE,AM,2019,1,regional,O,cruise,81,58.94,7.06,26500.0,2019-01-01
STATE,AM,2019,1,regional,A,cruise,96,67.99999999999999,14.310000000000002,53900.00000000001,2019-01-01
STATE,AM,2019,1,regional,D,cruise,95,771.22,55.53999999999999,208400.0,2019-01-01
STATE,AM,2019,1,regional,A,descent,96,2.41,0.38,1300.0,2019-01-01
STATE,AM,2019,1,regional,D,climb,95,118.12,7.299999999999999,27299.999999999996,2019-01-01
STATE,AM,2019,1,regional,A,taxi-in,96,1.91,0.53,1800.0,2019-01-01
STATE,AM,2019,1,regional,D,taxi-out,95,25.239999999999995,6.98,26000.0,2019-01-01
STATE,AT,2019,1,business,A,cruise,1156,741.4999999999976,113.24000000000014,427700.00000000093,2019-01-01
STATE,AT,2019,1,business,O,cruise,3241,7010.05000000003,630.1099999999955,2374199.999999986,2019-01-01
STATE,AT,2019,1,business,I,cruise,212,490.4600000000001,50.55,189999.9999999999,2019-01-01
STATE,AT,2019,1,business,D,cruise,1157,2808.3300000000036,223.3500000000001,842099.9999999997,2019-01-01
STATE,AT,2019,1,business,I,descent,212,42.599999999999994,7.739999999999997,29599.99999999999,2019-01-01
STATE,AT,2019,1,business,O,descent,3241,7.949999999999997,1.7100000000000006,6499.999999999997,2019-01-01
STATE,AT,2019,1,business,A,descent,1156,236.33000000000004,40.30000000000006,151599.99999999936,2019-01-01
STATE,AT,2019,1,business,D,descent,1157,0.96,0.22,800.0,2019-01-01
STATE,AT,2019,1,business,D,climb,1157,867.5000000000003,68.25999999999995,257199.9999999993,2019-01-01
STATE,AT,2019,1,business,I,climb,212,138.5,12.41,46900.00000000001,2019-01-01
STATE,AT,2019,1,business,A,climb,1156,0.69,0.06,200.0,2019-01-01
STATE,AT,2019,1,business,O,climb,3241,8.139999999999997,0.5800000000000001,1700.0000000000002,2019-01-01
STATE,AT,2019,1,business,A,taxi-in,1156,48.66000000000003,15.389999999999986,58300.000000000065,2019-01-01
STATE,AT,2019,1,business,I,taxi-in,212,5.52,1.79,6700.0,2019-01-01
STATE,AT,2019,1,business,I,taxi-out,212,17.67,6.089999999999995,23300.000000000004,2019-01-01
STATE,AT,2019,1,business,D,taxi-out,1157,110.90999999999984,37.46000000000011,142899.99999999904,2019-01-01
STATE,AT,2019,1,cargo,A,cruise,245,556.5,71.90000000000002,270400.00000000006,2019-01-01
STATE,AT,2019,1,cargo,O,cruise,2771,70422.41000000003,3845.8500000000017,14425599.99999998,2019-01-01
STATE,AT,2019,1,cargo,D,cruise,240,18100.60000000001,548.0600000000002,2055400.0,2019-01-01
STATE,AT,2019,1,cargo,A,descent,245,1033.3300000000002,78.46,294300.0,2019-01-01
STATE,AT,2019,1,cargo,D,climb,240,6691.330000000001,156.67999999999998,587600.0,2019-01-01
STATE,AT,2019,1,cargo,A,taxi-in,245,199.01,34.97,130900.0,2019-01-01
STATE,AT,2019,1,cargo,D,taxi-out,240,438.35,77.67999999999999,293000.0000000001,2019-01-01
STATE,AT,2019,1,lowcost,A,cruise,3417,6405.190000000001,669.4599999999998,2512499.9999999995,2019-01-01
STATE,AT,2019,1,lowcost,O,cruise,19484,135646.5299999997,8911.07999999998,33430400.000000015,2019-01-01
STATE,AT,2019,1,lowcost,D,cruise,3414,75552.68,3018.59,11320700.0,2019-01-01
STATE,AT,2019,1,lowcost,I,cruise,3,34.22,2.11,7900.0,2019-01-01
STATE,AT,2019,1,lowcost,I,descent,3,4.35,0.3999999999999999,1500.0,2019-01-01
STATE,AT,2019,1,lowcost,O,descent,19484,13.35,1.12,4300.0,2019-01-01
STATE,AT,2019,1,lowcost,A,descent,3417,4828.669999999998,403.9300000000002,1516399.9999999995,2019-01-01
STATE,AT,2019,1,lowcost,O,climb,19484,79.41,2.85,10700.0,2019-01-01
STATE,AT,2019,1,lowcost,D,climb,3414,20636.78,714.0600000000001,2680000.0,2019-01-01
STATE,AT,2019,1,lowcost,I,climb,3,18.8,0.73,2800.0,2019-01-01
STATE,AT,2019,1,lowcost,A,taxi-in,3417,867.3199999999996,162.16000000000008,610000.0000000008,2019-01-01
STATE,AT,2019,1,lowcost,O,taxi-in,19484,0.34,0.07,300.0,2019-01-01
STATE,AT,2019,1,lowcost,I,taxi-in,3,0.62,0.11,500.0,2019-01-01
STATE,AT,2019,1,lowcost,D,taxi-out,3414,2228.1900000000037,411.11,1535999.9999999998,2019-01-01
STATE,AT,2019,1,lowcost,O,taxi-out,19484,0.34,0.07,300.0,2019-01-01
STATE,AT,2019,1,lowcost,I,taxi-out,3,1.0499999999999998,0.2,799.9999999999999,2019-01-01
STATE,AT,2019,1,mainline,D,cruise,4231,120977.31000000004,4369.389999999999,16385600.000000006,2019-01-01
STATE,AT,2019,1,mainline,O,cruise,27490,556836.2000000002,27881.43000000002,104570800.00000004,2019-01-01
STATE,AT,2019,1,mainline,A,cruise,4210,10703.33,1018.4100000000004,3821299.999999999,2019-01-01
STATE,AT,2019,1,mainline,I,cruise,22,613.77,28.94,108600.0,2019-01-01
STATE,AT,2019,1,mainline,O,descent,27490,77.7,4.38,16500.0,2019-01-01
STATE,AT,2019,1,mainline,A,descent,4210,9095.380000000006,713.1100000000004,2675599.9999999995,2019-01-01
STATE,AT,2019,1,mainline,I,descent,22,23.86,2.07,7699.999999999999,2019-01-01
STATE,AT,2019,1,mainline,D,climb,4231,36829.21,1140.1499999999992,4276599.999999997,2019-01-01
STATE,AT,2019,1,mainline,I,climb,22,118.82,4.22,15800.0,2019-01-01
STATE,AT,2019,1,mainline,A,taxi-in,4210,1620.4700000000007,293.6999999999999,1102700.000000001,2019-01-01
STATE,AT,2019,1,mainline,O,taxi-in,27490,1.58,0.3,1100.0,2019-01-01
STATE,AT,2019,1,mainline,I,taxi-in,22,5.46,1.05,4000.0,2019-01-01
STATE,AT,2019,1,mainline,D,taxi-out,4231,4030.120000000002,736.8999999999992,2761300.000000001,2019-01-01
STATE,AT,2019,1,mainline,I,taxi-out,22,10.15,1.95,7300.000000000001,2019-01-01
STATE,AT,2019,1,other,I,cruise,242,1294.1499999999994,70.94999999999997,266700.0000000002,2019-01-01
STATE,AT,2019,1,other,D,cruise,404,5815.920000000009,214.1800000000001,804600.0000000007,2019-01-01
STATE,AT,2019,1,other,A,cruise,411,621.7999999999989,60.69,228999.9999999997,2019-01-01
STATE,AT,2019,1,other,O,cruise,2401,25189.26000000001,1450.3899999999962,5445100.000000001,2019-01-01
STATE,AT,2019,1,other,I,descent,242,78.8,18.699999999999992,70899.99999999994,2019-01-01
STATE,AT,2019,1,other,A,descent,411,394.1899999999998,37.24999999999999,140399.99999999983,2019-01-01
STATE,AT,2019,1,other,O,descent,2401,3.22,0.6100000000000001,2300.0000000000005,2019-01-01
STATE,AT,2019,1,other,D,descent,404,0.2299999999999999,0.12,500.0,2019-01-01
STATE,AT,2019,1,other,D,climb,404,1834.79,70.08999999999997,264499.9999999998,2019-01-01
STATE,AT,2019,1,other,O,climb,2401,1.97,0.48,1700.0,2019-01-01
STATE,AT,2019,1,other,A,climb,411,0.79,0.18,700.0,2019-01-01
STATE,AT,2019,1,other,I,climb,242,370.17,33.62999999999999,126500.0,2019-01-01
STATE,AT,2019,1,other,A,taxi-in,411,66.22,12.650000000000002,47300.00000000003,2019-01-01
STATE,AT,2019,1,other,O,taxi-in,2401,0.66,0.27,1000.0,2019-01-01
STATE,AT,2019,1,other,I,taxi-in,242,5.89,1.29,4800.0,2019-01-01
STATE,AT,2019,1,other,I,taxi-out,242,23.960000000000015,6.959999999999994,27200.00000000003,2019-01-01
STATE,AT,2019,1,other,A,taxi-out,411,0.1,0.09,400.0,2019-01-01
STATE,AT,2019,1,other,D,taxi-out,404,138.39000000000007,28.4,108099.99999999999,2019-01-01
STATE,AT,2019,1,regional,O,cruise,6714,17802.46,1744.8199999999997,6547200.000000006,2019-01-01
STATE,AT,2019,1,regional,A,cruise,2779,2101.5200000000004,525.5100000000001,1971700.0000000007,2019-01-01
STATE,AT,2019,1,regional,D,cruise,2794,9163.56,1393.7899999999995,5226500.000000003,2019-01-01
STATE,AT,2019,1,regional,I,cruise,726,1571.12,451.7,1693700.0,2019-01-01
STATE,AT,2019,1,regional,D,descent,2794,11.44,0.89,3400.0000000000005,2019-01-01
STATE,AT,2019,1,regional,I,descent,726,59.34,32.74,122800.0,2019-01-01
STATE,AT,2019,1,regional,O,descent,6714,2.71,0.21,800.0,2019-01-01
STATE,AT,2019,1,regional,A,descent,2779,679.9000000000005,165.49000000000012,620899.9999999997,2019-01-01
STATE,AT,2019,1,regional,D,climb,2794,1598.0899999999986,212.1800000000001,797099.9999999994,2019-01-01
STATE,AT,2019,1,regional,I,climb,726,204.75,45.21,169500.0,2019-01-01
STATE,AT,2019,1,regional,A,climb,2779,1.53,0.1,400.0,2019-01-01
STATE,AT,2019,1,regional,A,taxi-in,2779,122.32000000000002,66.91,252699.9999999999,2019-01-01
STATE,AT,2019,1,regional,I,taxi-in,726,17.34,16.049999999999997,59999.99999999999,2019-01-01
STATE,AT,2019,1,regional,I,taxi-out,726,41.510000000000005,37.760000000000005,142600.0,2019-01-01
STATE,AT,2019,1,regional,D,taxi-out,2794,321.75999999999976,198.61000000000004,744199.9999999999,2019-01-01
STATE,AZ,2019,1,business,D,cruise,37,441.3400000000001,25.679999999999993,96900.0,2019-01-01
STATE,AZ,2019,1,business,O,cruise,21,66.81,5.799999999999999,21999.999999999996,2019-01-01
STATE,AZ,2019,1,business,A,cruise,35,17.56,3.539999999999999,13500.000000000004,2019-01-01
STATE,AZ,2019,1,business,I,cruise,1,0.1699999999999999,0.15,600.0000000000001,2019-01-01
STATE,AZ,2019,1,business,A,descent,35,89.85000000000001,10.03,37900.0,2019-01-01
STATE,AZ,2019,1,business,I,descent,1,0.02,0.01,100.0,2019-01-01
STATE,AZ,2019,1,business,D,climb,37,591.7,33.85,127100.0,2019-01-01
STATE,AZ,2019,1,business,I,climb,1,1.14,0.27,1000.0,2019-01-01
STATE,AZ,2019,1,business,D,taxi-out,37,10.390000000000004,2.4500000000000006,9199.999999999998,2019-01-01
STATE,AZ,2019,1,business,I,taxi-out,1,0.03,0.03,100.0,2019-01-01
STATE,AZ,2019,1,cargo,A,cruise,127,999.31,137.03,513500.0,2019-01-01
STATE,AZ,2019,1,cargo,O,cruise,297,16957.020000000004,789.9799999999998,2963100.0,2019-01-01
STATE,AZ,2019,1,cargo,D,cruise,122,16330.93,523.6400000000001,1963399.9999999995,2019-01-01
STATE,AZ,2019,1,cargo,O,descent,297,9.4,0.82,3100.0,2019-01-01
STATE,AZ,2019,1,cargo,A,descent,127,3536.6700000000005,311.40999999999997,1167600.0,2019-01-01
STATE,AZ,2019,1,cargo,D,climb,122,32320.16,907.63,3403899.9999999995,2019-01-01
STATE,AZ,2019,1,cargo,D,taxi-out,122,280.17999999999995,52.74999999999998,198899.99999999994,2019-01-01
STATE,AZ,2019,1,lowcost,D,cruise,17,112.95,4.970000000000001,18800.000000000004,2019-01-01
STATE,AZ,2019,1,lowcost,O,cruise,109,1107.49,64.38000000000001,241600.0,2019-01-01
STATE,AZ,2019,1,lowcost,A,cruise,17,10.87,2.5199999999999996,9500.0,2019-01-01
STATE,AZ,2019,1,lowcost,A,descent,17,32.51,6.54,24600.0,2019-01-01
STATE,AZ,2019,1,lowcost,D,climb,17,265.19,17.849999999999998,67000.0,2019-01-01
STATE,AZ,2019,1,lowcost,A,taxi-in,17,0.99,0.2,700.0,2019-01-01
STATE,AZ,2019,1,lowcost,D,taxi-out,17,2.78,1.1800000000000002,4400.0,2019-01-01
STATE,AZ,2019,1,mainline,I,cruise,7,64.01,3.3000000000000003,12500.0,2019-01-01
STATE,AZ,2019,1,mainline,A,cruise,157,346.21999999999997,39.849999999999994,149700.00000000003,2019-01-01
STATE,AZ,2019,1,mainline,O,cruise,1897,58143.53999999999,2723.0600000000027,10213500.000000004,2019-01-01
STATE,AZ,2019,1,mainline,D,cruise,135,3544.49,153.67,576600.0,2019-01-01
STATE,AZ,2019,1,mainline,A,descent,157,1144.24,98.38999999999996,369300.00000000006,2019-01-01
STATE,AZ,2019,1,mainline,I,descent,7,108.03,10.260000000000002,38500.0,2019-01-01
STATE,AZ,2019,1,mainline,I,climb,7,0.21,0.0,0.0,2019-01-01
STATE,AZ,2019,1,mainline,D,climb,135,8703.109999999997,365.45,1370799.9999999995,2019-01-01
STATE,AZ,2019,1,mainline,A,taxi-in,157,24.46,4.4,16300.0,2019-01-01
STATE,AZ,2019,1,mainline,I,taxi-out,7,0.4,0.09,300.0,2019-01-01
STATE,AZ,2019,1,mainline,D,taxi-out,135,88.39,17.259999999999998,64100.00000000001,2019-01-01
STATE,AZ,2019,1,other,I,cruise,1,15.94,0.77,2900.0000000000005,2019-01-01
STATE,AZ,2019,1,other,A,cruise,17,85.98,8.969999999999999,33700.0,2019-01-01
STATE,AZ,2019,1,other,O,cruise,103,2548.68,120.34999999999998,451699.9999999999,2019-01-01
STATE,AZ,2019,1,other,D,cruise,15,1210.64,40.34000000000001,151400.0,2019-01-01
STATE,AZ,2019,1,other,I,descent,1,3.75,0.36,1400.0,2019-01-01
STATE,AZ,2019,1,other,A,descent,17,192.8,15.82,59300.0,2019-01-01
STATE,AZ,2019,1,other,I,climb,1,0.05,0.0,0.0,2019-01-01
STATE,AZ,2019,1,other,D,climb,15,1858.7000000000005,57.79,216800.0,2019-01-01
STATE,AZ,2019,1,other,D,taxi-out,15,16.34,2.9999999999999996,11099.999999999998,2019-01-01
STATE,AZ,2019,1,regional,A,cruise,1,1.28,0.37,1400.0,2019-01-01
STATE,AZ,2019,1,regional,O,cruise,1,0.0,0.0,0.0,2019-01-01
STATE,AZ,2019,1,regional,D,cruise,1,4.42,0.86,3200.0,2019-01-01
STATE,AZ,2019,1,regional,A,descent,1,0.45,0.25,1000.0,2019-01-01
STATE,AZ,2019,1,regional,D,climb,1,5.04,1.21,4600.0,2019-01-01
STATE,AZ,2019,1,regional,D,taxi-out,1,0.06,0.06,200.0,2019-01-01
STATE,BA,2019,1,business,D,cruise,26,38.959999999999994,3.9099999999999993,15200.000000000005,2019-01-01
STATE,BA,2019,1,business,O,cruise,846,1817.0599999999963,161.42000000000002,609000.0000000005,2019-01-01
STATE,BA,2019,1,business,A,cruise,26,5.339999999999999,1.5200000000000005,5799.999999999998,2019-01-01
STATE,BA,2019,1,business,I,cruise,3,2.23,0.53,2000.0,2019-01-01
STATE,BA,2019,1,business,A,descent,26,5.28,0.8000000000000002,3100.000000000001,2019-01-01
STATE,BA,2019,1,business,I,descent,3,0.3,0.09,400.0,2019-01-01
STATE,BA,2019,1,business,I,climb,3,1.65,0.18,700.0000000000001,2019-01-01
STATE,BA,2019,1,business,O,climb,846,23.09,1.26,4700.0,2019-01-01
STATE,BA,2019,1,business,D,climb,26,15.18,1.2100000000000002,4400.0,2019-01-01
STATE,BA,2019,1,business,I,taxi-out,3,0.12,0.08,200.0,2019-01-01
STATE,BA,2019,1,business,D,taxi-out,26,1.3900000000000003,0.5300000000000001,1700.0000000000005,2019-01-01
STATE,BA,2019,1,cargo,A,cruise,1,0.81,0.38,1400.0,2019-01-01
STATE,BA,2019,1,cargo,O,cruise,870,25529.109999999997,1327.249999999999,4980299.999999996,2019-01-01
STATE,BA,2019,1,cargo,D,cruise,1,1.67,0.41,1500.0,2019-01-01
STATE,BA,2019,1,cargo,A,descent,1,0.13,0.07,300.0,2019-01-01
STATE,BA,2019,1,cargo,D,climb,1,0.73,0.17,600.0,2019-01-01
STATE,BA,2019,1,cargo,D,taxi-out,1,0.13,0.12,500.0,2019-01-01
STATE,BA,2019,1,lowcost,D,cruise,222,4784.389999999999,181.2,679699.9999999999,2019-01-01
STATE,BA,2019,1,lowcost,A,cruise,222,276.17999999999995,34.17000000000001,128999.99999999997,2019-01-01
STATE,BA,2019,1,lowcost,O,cruise,7646,58836.38000000001,3943.2200000000016,14793800.0,2019-01-01
STATE,BA,2019,1,lowcost,A,descent,222,276.88,23.430000000000003,87899.99999999999,2019-01-01
STATE,BA,2019,1,lowcost,O,descent,7646,24.36,1.85,6900.0,2019-01-01
STATE,BA,2019,1,lowcost,O,climb,7646,146.38,5.06,19000.0,2019-01-01
STATE,BA,2019,1,lowcost,D,climb,222,1023.2999999999996,35.6,133600.00000000003,2019-01-01
STATE,BA,2019,1,lowcost,A,taxi-in,222,55.41,11.240000000000002,40899.99999999999,2019-01-01
STATE,BA,2019,1,lowcost,O,taxi-out,7646,0.92,0.16,600.0000000000001,2019-01-01
STATE,BA,2019,1,lowcost,D,taxi-out,222,84.01,16.93,62500.00000000001,2019-01-01
STATE,BA,2019,1,mainline,D,cruise,124,2359.16,93.61,351000.0,2019-01-01
STATE,BA,2019,1,mainline,I,cruise,3,32.68,1.8,6700.0,2019-01-01
STATE,BA,2019,1,mainline,O,cruise,11886,167269.24000000002,9120.149999999989,34213599.99999996,2019-01-01
STATE,BA,2019,1,mainline,A,cruise,125,204.64000000000004,25.43999999999999,95500.0,2019-01-01
STATE,BA,2019,1,mainline,O,descent,11886,4.16,0.22,800.0,2019-01-01
STATE,BA,2019,1,mainline,A,descent,125,87.87,7.8599999999999985,29299.999999999996,2019-01-01
STATE,BA,2019,1,mainline,I,descent,3,2.8499999999999996,0.28,1000.0,2019-01-01
STATE,BA,2019,1,mainline,D,climb,124,466.11,16.540000000000003,62200.0,2019-01-01
STATE,BA,2019,1,mainline,I,climb,3,8.82,0.37,1300.0,2019-01-01
STATE,BA,2019,1,mainline,O,climb,11886,8.45,0.37,1400.0,2019-01-01
STATE,BA,2019,1,mainline,A,taxi-in,125,18.55,3.2699999999999996,12300.0,2019-01-01
STATE,BA,2019,1,mainline,I,taxi-out,3,0.76,0.1699999999999999,700.0,2019-01-01
STATE,BA,2019,1,mainline,D,taxi-out,124,30.03,6.32,22999.999999999996,2019-01-01
STATE,BA,2019,1,mainline,O,taxi-out,11886,0.4,0.09,300.0,2019-01-01
STATE,BA,2019,1,other,D,cruise,36,285.0800000000001,12.670000000000002,47500.00000000001,2019-01-01
STATE,BA,2019,1,other,O,cruise,1029,8958.010000000006,561.7199999999996,2108999.999999999,2019-01-01
STATE,BA,2019,1,other,A,cruise,36,30.81,5.829999999999999,22000.0,2019-01-01
STATE,BA,2019,1,other,I,cruise,1,0.27,0.14,500.0,2019-01-01
STATE,BA,2019,1,other,A,descent,36,11.18,1.9700000000000004,7600.0,2019-01-01
STATE,BA,2019,1,other,O,descent,1029,0.08,0.05,200.0,2019-01-01
STATE,BA,2019,1,other,I,descent,1,0.18,0.1,400.0,2019-01-01
STATE,BA,2019,1,other,D,climb,36,72.28999999999999,6.809999999999999,25500.0,2019-01-01
STATE,BA,2019,1,other,O,climb,1029,6.29,0.42,1600.0,2019-01-01
STATE,BA,2019,1,other,I,climb,1,0.23,0.05,200.0,2019-01-01
STATE,BA,2019,1,other,A,taxi-in,36,0.12,0.02,100.0,2019-01-01
STATE,BA,2019,1,other,O,taxi-out,1029,0.55,0.12,400.0,2019-01-01
STATE,BA,2019,1,other,I,taxi-out,1,0.06,0.06,200.0,2019-01-01
STATE,BA,2019,1,other,D,taxi-out,36,2.629999999999999,1.1700000000000002,4300.0,2019-01-01
STATE,BA,2019,1,regional,A,cruise,166,160.42,37.98,142500.0,2019-01-01
STATE,BA,2019,1,regional,O,cruise,1153,2818.77,375.3099999999998,1408800.0000000005,2019-01-01
STATE,BA,2019,1,regional,D,cruise,167,787.81,84.85999999999999,318300.0,2019-01-01
STATE,BA,2019,1,regional,A,descent,166,28.03,5.699999999999999,21500.0,2019-01-01
STATE,BA,2019,1,regional,O,descent,1153,0.1699999999999999,0.03,100.0,2019-01-01
STATE,BA,2019,1,regional,D,climb,167,134.31,11.86,44500.0,2019-01-01
STATE,BA,2019,1,regional,A,taxi-in,166,4.26,1.25,4600.0,2019-01-01
STATE,BA,2019,1,regional,O,taxi-in,1153,0.22,0.1,300.0,2019-01-01
STATE,BA,2019,1,regional,D,taxi-out,167,15.4,7.090000000000002,25700.0,2019-01-01
STATE,BE,2019,1,business,A,cruise,733,185.9400000000004,46.02000000000002,176399.9999999992,2019-01-01
STATE,BE,2019,1,business,O,cruise,3020,4073.0600000000154,391.03999999999826,1475899.9999999965,2019-01-01
