LEVEL,AREA,YEAR,MONTH,MARKET_SEGMENT,FLIGHT_TYPE,FLIGHT_PHASE,NB_FLIGHTS,NOX_KG,SOX_KG,CO2_KG,DATE
NETWORK,ECAC,2021,10,cargo,O,taxi-out,414,41.7,9.47,35500.0,2021-10-01
NETWORK,ECAC,2021,10,cargo,A,taxi-out,6051,15.81,3.9,14799.999999999995,2021-10-01
NETWORK,ECAC,2021,10,cargo,I,taxi-out,22200,24829.12000000004,4845.5200000000095,18151700.000000022,2021-10-01
NETWORK,ECAC,2021,10,cargo,D,taxi-out,6023,20250.070000000007,3458.869999999993,12972700.000000026,2021-10-01
NETWORK,ECAC,2021,10,lowcost,D,cruise,7875,631460.7300000006,35134.329999999936,131782999.99999985,2021-10-01
NETWORK,ECAC,2021,10,lowcost,I,cruise,208005,12731482.790000051,726975.7700000358,2726883700.000109,2021-10-01
NETWORK,ECAC,2021,10,lowcost,A,cruise,7900,426849.3599999994,28927.16000000004,108506899.99999997,2021-10-01
NETWORK,ECAC,2021,10,lowcost,O,cruise,840,15752.040000000005,978.9599999999996,3671100.0,2021-10-01
NETWORK,ECAC,2021,10,lowcost,A,descent,7900,13283.260000000004,1103.7399999999996,4143299.9999999967,2021-10-01
NETWORK,ECAC,2021,10,lowcost,O,descent,840,18.33,1.53,5699.999999999999,2021-10-01
NETWORK,ECAC,2021,10,lowcost,D,descent,7875,348.17,30.070000000000004,112900.0,2021-10-01
NETWORK,ECAC,2021,10,lowcost,I,descent,208005,350150.36999999866,29577.239999999907,111027900.00000007,2021-10-01
NETWORK,ECAC,2021,10,lowcost,I,climb,208005,1293749.0800000022,47175.96000000008,177001699.99999976,2021-10-01
NETWORK,ECAC,2021,10,lowcost,A,climb,7900,1024.9,31.94999999999999,121599.99999999997,2021-10-01
NETWORK,ECAC,2021,10,lowcost,O,climb,840,13.57,0.52,2000.0,2021-10-01
NETWORK,ECAC,2021,10,lowcost,D,climb,7875,54097.71,1887.1500000000035,7083700.000000006,2021-10-01
NETWORK,ECAC,2021,10,lowcost,A,taxi-in,7900,1861.8799999999983,352.2699999999998,1326600.0000000014,2021-10-01
NETWORK,ECAC,2021,10,lowcost,D,taxi-in,7875,77.38000000000001,14.329999999999998,54700.00000000001,2021-10-01
NETWORK,ECAC,2021,10,lowcost,I,taxi-in,208005,46509.949999999895,8782.590000000366,32989699.999999538,2021-10-01
NETWORK,ECAC,2021,10,lowcost,A,taxi-out,7900,154.68000000000004,29.700000000000003,109200.00000000001,2021-10-01
NETWORK,ECAC,2021,10,lowcost,O,taxi-out,840,0.5,0.1,400.0,2021-10-01
NETWORK,ECAC,2021,10,lowcost,D,taxi-out,7875,5489.209999999994,1036.839999999999,3882500.0000000102,2021-10-01
NETWORK,ECAC,2021,10,lowcost,I,taxi-out,208005,125323.359999998,23676.18999999986,88701799.99999952,2021-10-01
NETWORK,ECAC,2021,10,mainline,A,cruise,32252,5986308.870000022,324734.4599999992,1217875199.9999912,2021-10-01
NETWORK,ECAC,2021,10,mainline,O,cruise,9648,2539400.210000004,120683.69999999936,452649999.99999726,2021-10-01
NETWORK,ECAC,2021,10,mainline,I,cruise,133454,7994304.370000017,425752.0800000052,1596824200.000025,2021-10-01
NETWORK,ECAC,2021,10,mainline,D,cruise,31816,8806052.46999999,395206.959999999,1482150900.0000098,2021-10-01
NETWORK,ECAC,2021,10,mainline,I,descent,133454,238536.10000000015,19934.01999999995,74801399.99999978,2021-10-01
NETWORK,ECAC,2021,10,mainline,O,descent,9648,271.65,21.97,82600.0,2021-10-01
NETWORK,ECAC,2021,10,mainline,A,descent,32252,140429.63000000012,9816.75000000003,36831300.00000001,2021-10-01
NETWORK,ECAC,2021,10,mainline,D,descent,31816,134.17,12.03,45400.0,2021-10-01
NETWORK,ECAC,2021,10,mainline,D,climb,31816,674407.3400000028,17811.12999999995,66802699.999999896,2021-10-01
NETWORK,ECAC,2021,10,mainline,I,climb,133454,924620.170000002,31820.280000000108,119353100.0,2021-10-01
NETWORK,ECAC,2021,10,mainline,O,climb,9648,1056.75,39.27,147500.00000000003,2021-10-01
NETWORK,ECAC,2021,10,mainline,A,climb,32252,539.5499999999998,18.189999999999998,67899.99999999999,2021-10-01
NETWORK,ECAC,2021,10,mainline,D,taxi-in,31816,17.059999999999995,3.03,11599.999999999998,2021-10-01
NETWORK,ECAC,2021,10,mainline,A,taxi-in,32252,31665.40999999992,5444.830000000018,20435500.00000002,2021-10-01
NETWORK,ECAC,2021,10,mainline,I,taxi-in,133454,43048.380000000005,7832.950000000044,29404099.99999993,2021-10-01
NETWORK,ECAC,2021,10,mainline,O,taxi-out,9648,80.02000000000001,15.570000000000002,58700.0,2021-10-01
NETWORK,ECAC,2021,10,mainline,A,taxi-out,32252,42.78000000000001,8.569999999999999,32000.0,2021-10-01
NETWORK,ECAC,2021,10,mainline,D,taxi-out,31816,64922.61000000002,11165.020000000022,41871899.999999925,2021-10-01
NETWORK,ECAC,2021,10,mainline,I,taxi-out,133454,98654.6000000004,18087.50000000004,67752800.00000024,2021-10-01
NETWORK,ECAC,2021,10,other,D,cruise,11463,1396675.470000003,65937.33999999994,247322899.99999964,2021-10-01
NETWORK,ECAC,2021,10,other,O,cruise,2849,567129.3699999987,25084.219999999958,94084499.99999996,2021-10-01
NETWORK,ECAC,2021,10,other,A,cruise,11388,863145.9200000057,51255.03999999979,192260500.00000143,2021-10-01
NETWORK,ECAC,2021,10,other,I,cruise,48942,1499449.600000274,92488.91999999326,347126999.99998903,2021-10-01
NETWORK,ECAC,2021,10,other,I,descent,48942,54321.26999999949,8790.490000000464,33066999.999999106,2021-10-01
NETWORK,ECAC,2021,10,other,D,descent,11463,1390.2899999999995,272.85,1025100.0000000008,2021-10-01
NETWORK,ECAC,2021,10,other,A,descent,11388,29748.519999999997,2498.4599999999946,9383200.000000032,2021-10-01
NETWORK,ECAC,2021,10,other,O,descent,2849,3053.980000000001,307.22999999999985,1153100.0,2021-10-01
NETWORK,ECAC,2021,10,other,D,climb,11463,133767.80000000016,4196.72,15749100.0,2021-10-01
NETWORK,ECAC,2021,10,other,A,climb,11388,3996.41,367.6399999999999,1380600.0000000005,2021-10-01
NETWORK,ECAC,2021,10,other,O,climb,2849,11423.039999999995,379.02,1422499.9999999998,2021-10-01
NETWORK,ECAC,2021,10,other,I,climb,48942,166861.19999999987,10535.400000000063,39599799.99999958,2021-10-01
NETWORK,ECAC,2021,10,other,D,taxi-in,11463,0.41,0.08,300.0,2021-10-01
NETWORK,ECAC,2021,10,other,A,taxi-in,11388,2398.0300000000016,440.0499999999985,1654999.999999995,2021-10-01
NETWORK,ECAC,2021,10,other,I,taxi-in,48942,2620.5000000000023,536.1499999999887,2032599.9999999697,2021-10-01
NETWORK,ECAC,2021,10,other,I,taxi-out,48942,13533.06000000126,3407.4600000002515,12909100.000001613,2021-10-01
NETWORK,ECAC,2021,10,other,D,taxi-out,11463,13286.520000000017,2463.0099999999893,9238900.0,2021-10-01
NETWORK,ECAC,2021,10,other,O,taxi-out,2849,509.6399999999999,108.50000000000009,406299.9999999999,2021-10-01
NETWORK,ECAC,2021,10,other,A,taxi-out,11388,274.8700000000002,127.37000000000032,482699.9999999996,2021-10-01
NETWORK,ECAC,2021,10,regional,I,cruise,88393,780774.6900000052,86961.21000000012,326179100.0000017,2021-10-01
NETWORK,ECAC,2021,10,regional,D,cruise,921,14604.589999999998,1552.5300000000002,5824400.000000004,2021-10-01
NETWORK,ECAC,2021,10,regional,O,cruise,407,3240.890000000001,302.66,1136199.9999999993,2021-10-01
NETWORK,ECAC,2021,10,regional,A,cruise,877,9553.64,1189.5800000000002,4463400.000000001,2021-10-01
NETWORK,ECAC,2021,10,regional,I,descent,88393,40254.34000000001,6402.410000000042,24019099.99999997,2021-10-01
NETWORK,ECAC,2021,10,regional,D,descent,921,38.84,4.65,17500.0,2021-10-01
NETWORK,ECAC,2021,10,regional,A,descent,877,413.08,68.39000000000003,257000.00000000012,2021-10-01
NETWORK,ECAC,2021,10,regional,A,climb,877,94.31,4.66,17799.999999999996,2021-10-01
NETWORK,ECAC,2021,10,regional,D,climb,921,1400.26,105.72999999999996,397400.0000000002,2021-10-01
NETWORK,ECAC,2021,10,regional,I,climb,88393,104687.2799999999,9021.499999999984,33843899.99999996,2021-10-01
NETWORK,ECAC,2021,10,regional,D,taxi-in,921,10.99,2.52,9200.0,2021-10-01
NETWORK,ECAC,2021,10,regional,I,taxi-in,88393,5581.630000000021,1705.479999999982,6408900.000000033,2021-10-01
NETWORK,ECAC,2021,10,regional,A,taxi-in,877,60.38999999999999,21.829999999999995,81999.99999999997,2021-10-01
NETWORK,ECAC,2021,10,regional,A,taxi-out,877,22.89,5.58,21500.000000000004,2021-10-01
NETWORK,ECAC,2021,10,regional,D,taxi-out,921,187.47000000000003,61.81,231600.00000000012,2021-10-01
NETWORK,ECAC,2021,10,regional,I,taxi-out,88393,14948.540000000028,5221.210000000024,19521899.99999999,2021-10-01
NETWORK,ECAC,2021,11,business,I,cruise,50167,288117.6499999975,29516.00000000077,111129600.00000733,2021-11-01
NETWORK,ECAC,2021,11,business,D,cruise,4130,125411.8800000001,9737.590000000017,36582599.999999836,2021-11-01
NETWORK,ECAC,2021,11,business,A,cruise,4095,88937.45999999995,8024.840000000116,30152799.99999983,2021-11-01
NETWORK,ECAC,2021,11,business,O,cruise,867,15599.8,1283.4899999999989,4820499.999999998,2021-11-01
NETWORK,ECAC,2021,11,business,A,descent,4095,2941.819999999997,330.1200000000007,1250000.0000000019,2021-11-01
NETWORK,ECAC,2021,11,business,O,descent,867,22.49,2.49,9399.999999999996,2021-11-01
NETWORK,ECAC,2021,11,business,D,descent,4130,53.44999999999999,13.349999999999984,50600.00000000005,2021-11-01
NETWORK,ECAC,2021,11,business,I,descent,50167,15180.320000000109,2905.8000000000447,11007500.000001384,2021-11-01
NETWORK,ECAC,2021,11,business,A,climb,4095,101.66,9.279999999999994,36100.0,2021-11-01
NETWORK,ECAC,2021,11,business,O,climb,867,67.6,2.2900000000000005,8700.0,2021-11-01
NETWORK,ECAC,2021,11,business,D,climb,4130,8524.780000000008,464.8800000000014,1754500.0000000033,2021-11-01
NETWORK,ECAC,2021,11,business,I,climb,50167,41611.42000000012,3679.000000000159,13907400.000001142,2021-11-01
NETWORK,ECAC,2021,11,business,A,taxi-in,4095,319.07999999999987,70.05000000000032,269399.99999999796,2021-11-01
NETWORK,ECAC,2021,11,business,I,taxi-in,50167,1294.8399999999283,441.1199999999753,1673199.9999999322,2021-11-01
NETWORK,ECAC,2021,11,business,I,taxi-out,50167,5726.9300000004005,2207.839999999645,8363400.000000615,2021-11-01
NETWORK,ECAC,2021,11,business,A,taxi-out,4095,7.609999999999999,4.079999999999994,15499.999999999985,2021-11-01
NETWORK,ECAC,2021,11,business,O,taxi-out,867,4.49,0.8700000000000001,3400.0,2021-11-01
NETWORK,ECAC,2021,11,business,D,taxi-out,4130,1237.829999999998,280.05000000000166,1059600.0000000065,2021-11-01
NETWORK,ECAC,2021,11,cargo,A,cruise,6084,1624852.800000005,84904.99000000033,318424099.999999,2021-11-01
NETWORK,ECAC,2021,11,cargo,O,cruise,348,102500.89999999992,5202.140000000008,19512100.000000015,2021-11-01
NETWORK,ECAC,2021,11,cargo,D,cruise,6078,2610583.639999994,105827.23999999982,396890100.00000066,2021-11-01
NETWORK,ECAC,2021,11,cargo,I,cruise,23308,1699151.910000014,89763.39999999986,336675200.00000155,2021-11-01
NETWORK,ECAC,2021,11,cargo,I,descent,23308,57253.01000000011,4835.559999999986,18146000.000000067,2021-11-01
NETWORK,ECAC,2021,11,cargo,D,descent,6078,337.16,29.739999999999995,111600.0,2021-11-01
NETWORK,ECAC,2021,11,cargo,A,descent,6084,40618.02999999999,2813.6699999999964,10561399.999999983,2021-11-01
NETWORK,ECAC,2021,11,cargo,O,descent,348,40.12,6.12,23000.0,2021-11-01
NETWORK,ECAC,2021,11,cargo,D,climb,6078,258531.03000000023,5549.920000000001,20807600.000000034,2021-11-01
NETWORK,ECAC,2021,11,cargo,I,climb,23308,239138.41999999995,7665.300000000018,28755799.999999948,2021-11-01
NETWORK,ECAC,2021,11,cargo,A,climb,6084,130.26,4.759999999999999,18100.0,2021-11-01
NETWORK,ECAC,2021,11,cargo,O,climb,348,653.6999999999999,18.95,71300.00000000001,2021-11-01
NETWORK,ECAC,2021,11,cargo,I,taxi-in,23308,7331.460000000009,1472.5199999999938,5528300.000000005,2021-11-01
NETWORK,ECAC,2021,11,cargo,A,taxi-in,6084,5673.510000000003,956.8999999999996,3593500.000000001,2021-11-01
NETWORK,ECAC,2021,11,cargo,I,taxi-out,23308,26530.129999999983,5171.870000000012,19377200.000000086,2021-11-01
NETWORK,ECAC,2021,11,cargo,D,taxi-out,6078,20410.830000000013,3494.169999999996,13104900.000000028,2021-11-01
NETWORK,ECAC,2021,11,cargo,O,taxi-out,348,42.92,9.800000000000002,36600.00000000001,2021-11-01
NETWORK,ECAC,2021,11,cargo,A,taxi-out,6084,11.209999999999996,2.93,11200.0,2021-11-01
NETWORK,ECAC,2021,11,lowcost,D,cruise,7893,684292.8700000034,38492.62000000004,144381400.00000027,2021-11-01
NETWORK,ECAC,2021,11,lowcost,A,cruise,7942,472330.4500000027,32126.70000000002,120508400.00000052,2021-11-01
NETWORK,ECAC,2021,11,lowcost,O,cruise,714,14742.190000000006,922.12,3458300.0,2021-11-01
NETWORK,ECAC,2021,11,lowcost,I,cruise,158990,8961950.50999996,506839.7300000075,1901059200.0000122,2021-11-01
NETWORK,ECAC,2021,11,lowcost,D,descent,7893,299.82,26.100000000000005,98400.00000000003,2021-11-01
NETWORK,ECAC,2021,11,lowcost,I,descent,158990,260773.7800000005,22021.07999999994,82644599.9999995,2021-11-01
NETWORK,ECAC,2021,11,lowcost,O,descent,714,8.03,0.67,2600.0,2021-11-01
NETWORK,ECAC,2021,11,lowcost,A,descent,7942,13695.04999999998,1139.7700000000004,4279799.999999994,2021-11-01
NETWORK,ECAC,2021,11,lowcost,I,climb,158990,970793.2600000042,35345.23999999979,132603500.00000027,2021-11-01
NETWORK,ECAC,2021,11,lowcost,O,climb,714,34.08,1.2999999999999998,4900.0,2021-11-01
NETWORK,ECAC,2021,11,lowcost,A,climb,7942,820.34,26.059999999999985,99900.0,2021-11-01
NETWORK,ECAC,2021,11,lowcost,D,climb,7893,56660.71000000005,1971.050000000004,7396600.000000001,2021-11-01
NETWORK,ECAC,2021,11,lowcost,D,taxi-in,7893,65.19000000000001,11.939999999999998,46000.00000000002,2021-11-01
NETWORK,ECAC,2021,11,lowcost,A,taxi-in,7942,2118.64,398.9100000000002,1499499.9999999998,2021-11-01
NETWORK,ECAC,2021,11,lowcost,I,taxi-in,158990,36318.39000000002,6837.450000000162,25676099.999999758,2021-11-01
NETWORK,ECAC,2021,11,lowcost,I,taxi-out,158990,96701.39999999972,18254.980000000112,68400000.00000143,2021-11-01
NETWORK,ECAC,2021,11,lowcost,O,taxi-out,714,1.25,0.25,1000.0,2021-11-01
NETWORK,ECAC,2021,11,lowcost,A,taxi-out,7942,127.79999999999995,24.63000000000001,90800.00000000004,2021-11-01
NETWORK,ECAC,2021,11,lowcost,D,taxi-out,7893,5796.509999999998,1090.870000000002,4087000.000000009,2021-11-01
NETWORK,ECAC,2021,11,mainline,O,cruise,10504,2618485.3600000166,126021.6399999997,472671999.9999976,2021-11-01
NETWORK,ECAC,2021,11,mainline,A,cruise,31006,6092821.399999965,325684.6200000007,1221439499.9999948,2021-11-01
NETWORK,ECAC,2021,11,mainline,D,cruise,30478,8882591.910000049,392652.66000000166,1472572299.9999979,2021-11-01
NETWORK,ECAC,2021,11,mainline,I,cruise,121082,6707009.050000044,356017.6500000002,1335235199.9999926,2021-11-01
NETWORK,ECAC,2021,11,mainline,D,descent,30478,153.57000000000002,14.079999999999997,52700.0,2021-11-01
NETWORK,ECAC,2021,11,mainline,A,descent,31006,137027.46000000052,9493.61000000002,35623900.00000004,2021-11-01
NETWORK,ECAC,2021,11,mainline,O,descent,10504,229.43,18.94,71100.00000000001,2021-11-01
NETWORK,ECAC,2021,11,mainline,I,descent,121082,209673.6799999993,17702.990000000013,66412000.00000023,2021-11-01
NETWORK,ECAC,2021,11,mainline,O,climb,10504,988.88,38.12,143200.0,2021-11-01
NETWORK,ECAC,2021,11,mainline,A,climb,31006,362.04,14.990000000000004,55500.0,2021-11-01
NETWORK,ECAC,2021,11,mainline,I,climb,121082,812315.690000002,28295.65999999991,106131000.00000016,2021-11-01
NETWORK,ECAC,2021,11,mainline,D,climb,30478,671416.6999999994,17575.529999999955,65921500.00000009,2021-11-01
NETWORK,ECAC,2021,11,mainline,A,taxi-in,31006,32215.43999999992,5504.549999999993,20662000.00000001,2021-11-01
NETWORK,ECAC,2021,11,mainline,D,taxi-in,30478,12.18,2.31,8600.0,2021-11-01
NETWORK,ECAC,2021,11,mainline,I,taxi-in,121082,37835.24999999996,6932.000000000085,26011700.00000004,2021-11-01
NETWORK,ECAC,2021,11,mainline,I,taxi-out,121082,88038.52000000008,16245.090000000062,60874700.00000032,2021-11-01
NETWORK,ECAC,2021,11,mainline,D,taxi-out,30478,65271.01000000027,11185.580000000004,41946399.999999955,2021-11-01
NETWORK,ECAC,2021,11,mainline,A,taxi-out,31006,34.86,7.14,26400.0,2021-11-01
NETWORK,ECAC,2021,11,mainline,O,taxi-out,10504,65.58,12.34,46800.0,2021-11-01
NETWORK,ECAC,2021,11,other,O,cruise,2787,549171.9000000012,23425.85999999997,87860199.99999987,2021-11-01
NETWORK,ECAC,2021,11,other,A,cruise,8347,695626.3900000012,41106.30999999988,154202500.00000086,2021-11-01
NETWORK,ECAC,2021,11,other,D,cruise,8471,1090320.9600000037,52224.49000000002,195893400.0000019,2021-11-01
NETWORK,ECAC,2021,11,other,I,cruise,35380,796611.4900000961,51282.12999999816,192515700.00002176,2021-11-01
NETWORK,ECAC,2021,11,other,I,descent,35380,40001.95000000011,7300.900000000323,27451099.99999975,2021-11-01
NETWORK,ECAC,2021,11,other,O,descent,2787,3141.06,313.1599999999999,1175300.0000000002,2021-11-01
NETWORK,ECAC,2021,11,other,A,descent,8347,20822.60000000005,1837.2999999999936,6902799.999999997,2021-11-01
NETWORK,ECAC,2021,11,other,D,descent,8471,1139.3399999999997,255.0100000000002,958200.0,2021-11-01
NETWORK,ECAC,2021,11,other,I,climb,35380,108800.83999999988,7991.420000000152,30038500.000000156,2021-11-01
NETWORK,ECAC,2021,11,other,D,climb,8471,97659.87999999992,3145.890000000001,11806399.999999989,2021-11-01
NETWORK,ECAC,2021,11,other,A,climb,8347,5167.290000000003,403.3000000000001,1515500.0000000005,2021-11-01
NETWORK,ECAC,2021,11,other,O,climb,2787,14148.540000000015,435.96000000000015,1635499.999999999,2021-11-01
NETWORK,ECAC,2021,11,other,A,taxi-in,8347,2923.1200000000035,541.009999999999,2034099.9999999984,2021-11-01
NETWORK,ECAC,2021,11,other,D,taxi-in,8471,0.8199999999999998,0.16,600.0,2021-11-01
NETWORK,ECAC,2021,11,other,I,taxi-in,35380,1656.3599999999833,350.5699999999957,1327499.999999999,2021-11-01
NETWORK,ECAC,2021,11,other,I,taxi-out,35380,7275.360000000361,2138.1499999997927,8087600.000000343,2021-11-01
NETWORK,ECAC,2021,11,other,O,taxi-out,2787,516.1699999999994,108.3400000000001,405500.0,2021-11-01
NETWORK,ECAC,2021,11,other,A,taxi-out,8347,305.26000000000016,131.7700000000004,500299.9999999991,2021-11-01
NETWORK,ECAC,2021,11,other,D,taxi-out,8471,8802.03000000002,1671.8199999999829,6268399.999999971,2021-11-01
NETWORK,ECAC,2021,11,regional,A,cruise,970,9783.539999999995,1221.8000000000006,4582999.999999998,2021-11-01
NETWORK,ECAC,2021,11,regional,O,cruise,365,2469.8699999999994,251.38,943800.0000000002,2021-11-01
NETWORK,ECAC,2021,11,regional,D,cruise,993,16307.240000000009,1630.479999999999,6114800.000000005,2021-11-01
NETWORK,ECAC,2021,11,regional,I,cruise,85132,743032.9200000056,83719.60999999962,314007899.99999905,2021-11-01
NETWORK,ECAC,2021,11,regional,I,descent,85132,38332.17999999997,6127.410000000018,22981900.000000007,2021-11-01
NETWORK,ECAC,2021,11,regional,D,descent,993,27.86,3.64,13600.0,2021-11-01
NETWORK,ECAC,2021,11,regional,A,descent,970,428.41,69.39000000000006,260799.99999999994,2021-11-01
NETWORK,ECAC,2021,11,regional,A,climb,970,70.08999999999999,3.65,14000.0,2021-11-01
NETWORK,ECAC,2021,11,regional,I,climb,85132,98803.62999999984,8493.009999999995,31869099.999999918,2021-11-01
NETWORK,ECAC,2021,11,regional,D,climb,993,1576.6199999999997,112.45000000000005,422399.99999999994,2021-11-01
NETWORK,ECAC,2021,11,regional,A,taxi-in,970,80.44000000000004,25.33,96100.0,2021-11-01
NETWORK,ECAC,2021,11,regional,D,taxi-in,993,7.620000000000001,1.85,6700.0,2021-11-01
NETWORK,ECAC,2021,11,regional,I,taxi-in,85132,5545.770000000028,1719.4299999999855,6461600.000000005,2021-11-01
NETWORK,ECAC,2021,11,regional,A,taxi-out,970,15.77,3.94,15100.0,2021-11-01
NETWORK,ECAC,2021,11,regional,D,taxi-out,993,241.33000000000013,75.39999999999998,283700.0000000002,2021-11-01
NETWORK,ECAC,2021,11,regional,I,taxi-out,85132,14838.189999999984,5162.170000000007,19317300.00000008,2021-11-01
NETWORK,ECAC,2021,12,business,I,cruise,43175,252962.6999999892,25750.940000001174,96954000.00000228,2021-12-01
NETWORK,ECAC,2021,12,business,A,cruise,3861,86173.80999999966,7730.850000000139,29052199.999999885,2021-12-01
NETWORK,ECAC,2021,12,business,O,cruise,730,16141.160000000007,1248.7499999999986,4687499.999999999,2021-12-01
NETWORK,ECAC,2021,12,business,D,cruise,3998,122256.39000000044,9498.820000000043,35673299.9999999,2021-12-01
NETWORK,ECAC,2021,12,business,D,descent,3998,42.02,9.279999999999994,35300.00000000003,2021-12-01
NETWORK,ECAC,2021,12,business,I,descent,43175,12385.73000000005,2431.549999999876,9200600.000000801,2021-12-01
NETWORK,ECAC,2021,12,business,O,descent,730,29.19,4.909999999999999,18599.999999999993,2021-12-01
NETWORK,ECAC,2021,12,business,A,descent,3861,2653.369999999994,297.3900000000012,1128600.000000001,2021-12-01
NETWORK,ECAC,2021,12,business,D,climb,3998,7959.909999999993,436.2999999999995,1650700.0000000005,2021-12-01
NETWORK,ECAC,2021,12,business,I,climb,43175,34885.80999999992,3093.820000000045,11697900.000000827,2021-12-01
NETWORK,ECAC,2021,12,business,A,climb,3861,105.89,7.809999999999996,29800.0,2021-12-01
NETWORK,ECAC,2021,12,business,O,climb,730,40.06,2.02,7600.0,2021-12-01
NETWORK,ECAC,2021,12,business,A,taxi-in,3861,347.2399999999994,77.91000000000022,299599.99999999965,2021-12-01
NETWORK,ECAC,2021,12,business,I,taxi-in,43175,1006.069999999958,345.3399999999868,1311399.9999999842,2021-12-01
NETWORK,ECAC,2021,12,business,O,taxi-out,730,4.1000000000000005,1.0600000000000005,4000.000000000001,2021-12-01
NETWORK,ECAC,2021,12,business,A,taxi-out,3861,8.779999999999996,3.709999999999994,13599.999999999984,2021-12-01
NETWORK,ECAC,2021,12,business,D,taxi-out,3998,1200.690000000001,273.84000000000253,1038800.0000000095,2021-12-01
NETWORK,ECAC,2021,12,business,I,taxi-out,43175,4812.170000000286,1875.6799999996067,7105600.000000335,2021-12-01
NETWORK,ECAC,2021,12,cargo,A,cruise,6184,1675680.6500000048,88152.77000000031,330614799.99999976,2021-12-01
NETWORK,ECAC,2021,12,cargo,O,cruise,412,125122.65999999992,6464.550000000006,24246699.999999978,2021-12-01
NETWORK,ECAC,2021,12,cargo,D,cruise,6171,2606647.4999999832,106480.77999999988,399342299.9999995,2021-12-01
NETWORK,ECAC,2021,12,cargo,I,cruise,24065,1747517.910000014,92812.10000000046,348111099.9999994,2021-12-01
NETWORK,ECAC,2021,12,cargo,I,descent,24065,57867.2099999999,4904.550000000005,18408499.99999996,2021-12-01
NETWORK,ECAC,2021,12,cargo,O,descent,412,11.57,3.02,11300.0,2021-12-01
NETWORK,ECAC,2021,12,cargo,A,descent,6184,40963.49000000001,2860.650000000004,10736099.99999999,2021-12-01
NETWORK,ECAC,2021,12,cargo,D,descent,6171,115.21999999999998,8.96,33700.0,2021-12-01
NETWORK,ECAC,2021,12,cargo,D,climb,6171,254022.41000000076,5507.2500000000055,20648600.00000001,2021-12-01
NETWORK,ECAC,2021,12,cargo,O,climb,412,270.55,10.28,38500.0,2021-12-01
NETWORK,ECAC,2021,12,cargo,A,climb,6184,228.53000000000003,7.16,27000.000000000004,2021-12-01
NETWORK,ECAC,2021,12,cargo,I,climb,24065,241447.51999999967,7804.070000000016,29279900.000000056,2021-12-01
NETWORK,ECAC,2021,12,cargo,I,taxi-in,24065,7598.280000000017,1459.1899999999937,5476799.999999997,2021-12-01
NETWORK,ECAC,2021,12,cargo,A,taxi-in,6184,5659.860000000003,957.5600000000006,3594500.000000005,2021-12-01
NETWORK,ECAC,2021,12,cargo,O,taxi-out,412,22.09,5.709999999999999,21500.0,2021-12-01
NETWORK,ECAC,2021,12,cargo,A,taxi-out,6184,14.260000000000002,3.15,11900.0,2021-12-01
NETWORK,ECAC,2021,12,cargo,D,taxi-out,6171,20574.57000000001,3529.949999999996,13240100.000000002,2021-12-01
NETWORK,ECAC,2021,12,cargo,I,taxi-out,24065,28332.57000000005,5544.830000000013,20777100.000000075,2021-12-01
NETWORK,ECAC,2021,12,lowcost,I,cruise,172630,9613695.699999811,547636.2400000152,2054037300.0000265,2021-12-01
NETWORK,ECAC,2021,12,lowcost,D,cruise,6651,638403.4799999973,35934.39999999994,134798299.99999964,2021-12-01
NETWORK,ECAC,2021,12,lowcost,A,cruise,6641,459215.1300000023,31260.32000000005,117267300.00000076,2021-12-01
NETWORK,ECAC,2021,12,lowcost,O,cruise,852,17826.14999999999,1141.0499999999993,4279300.0,2021-12-01
NETWORK,ECAC,2021,12,lowcost,O,descent,852,1.61,0.13,500.0,2021-12-01
NETWORK,ECAC,2021,12,lowcost,A,descent,6641,11540.60999999999,957.1700000000004,3595800.000000002,2021-12-01
NETWORK,ECAC,2021,12,lowcost,D,descent,6651,375.2199999999999,32.57,122700.0,2021-12-01
NETWORK,ECAC,2021,12,lowcost,I,descent,172630,287145.6599999996,24231.61999999982,90946599.99999996,2021-12-01
NETWORK,ECAC,2021,12,lowcost,O,climb,852,13.489999999999998,0.52,2000.0,2021-12-01
NETWORK,ECAC,2021,12,lowcost,A,climb,6641,966.6999999999998,29.549999999999983,112700.0,2021-12-01
NETWORK,ECAC,2021,12,lowcost,I,climb,172630,1043261.2700000056,37643.36999999996,141225199.99999985,2021-12-01
NETWORK,ECAC,2021,12,lowcost,D,climb,6651,51010.60000000002,1741.3600000000038,6536399.999999999,2021-12-01
NETWORK,ECAC,2021,12,lowcost,I,taxi-in,172630,39691.290000000015,7439.710000000201,27940299.999999873,2021-12-01
NETWORK,ECAC,2021,12,lowcost,A,taxi-in,6641,1942.6700000000008,363.6999999999996,1369400.0000000002,2021-12-01
NETWORK,ECAC,2021,12,lowcost,D,taxi-in,6651,84.00999999999996,15.169999999999996,58399.99999999999,2021-12-01
NETWORK,ECAC,2021,12,lowcost,O,taxi-out,852,0.5,0.1,400.0,2021-12-01
NETWORK,ECAC,2021,12,lowcost,A,taxi-out,6641,158.64999999999998,30.090000000000003,111200.00000000001,2021-12-01
NETWORK,ECAC,2021,12,lowcost,D,taxi-out,6651,5415.62000000001,1013.1400000000004,3798300.0000000037,2021-12-01
NETWORK,ECAC,2021,12,lowcost,I,taxi-out,172630,108080.66999999963,20352.04999999998,76259900.00000018,2021-12-01
